voltage(V), current(mA), battery_percent, battery_temperature(Celsius), remaining_battery_charge(mAh), battery_capacity(mAh), battery_technology
4.455,-760.193,96,34.3,2861.61,3080,Unknown
4.455,-761.414,96,34.3,2861.61,3080,Unknown
4.455,-765.381,96,34.3,2861.61,3080,Unknown
4.455,-761.719,96,34.3,2861.61,3080,Unknown
4.455,-763.55,96,34.3,2861.61,3080,Unknown
4.455,-754.395,96,34.3,2861.61,3080,Unknown
4.455,-757.752,96,34.3,2861.61,3080,Unknown
4.456,-760.193,96,34.2,2861.61,3080,Unknown
4.456,-762.329,96,34.2,2861.61,3080,Unknown
4.456,-761.108,96,34.2,2861.61,3080,Unknown
4.456,-755.005,96,34.2,2861.61,3080,Unknown
4.456,-757.752,96,34.2,2861.61,3080,Unknown
4.456,-755.615,96,34.2,2861.61,3080,Unknown
4.456,-755.92,96,34.2,2861.61,3080,Unknown
4.456,-757.446,96,34.2,2861.61,3080,Unknown
4.456,-755.31,96,34.2,2861.61,3080,Unknown
4.456,-748.596,96,34.2,2861.61,3080,Unknown
4.456,-753.174,96,34.2,2861.61,3080,Unknown
4.456,-754.395,96,34.2,2861.61,3080,Unknown
4.455,-748.291,96,34.2,2861.61,3080,Unknown
4.455,-748.291,96,34.2,2861.61,3080,Unknown
4.455,-747.07,96,34.2,2861.61,3080,Unknown
4.455,-742.493,96,34.2,2861.61,3080,Unknown
4.455,-737.915,96,34.2,2861.61,3080,Unknown
4.455,-743.713,96,34.2,2861.61,3080,Unknown
4.455,-744.324,96,34.2,2861.61,3080,Unknown
4.455,-743.103,96,34.2,2861.61,3080,Unknown
4.455,-737.305,96,34.2,2861.61,3080,Unknown
4.455,-738.831,96,34.2,2861.61,3080,Unknown
4.455,-744.629,96,34.2,2861.61,3080,Unknown
4.455,-742.188,96,34.2,2861.61,3080,Unknown
4.455,-742.798,97,34.2,2861.61,3080,Unknown
4.455,-740.051,97,34.2,2861.61,3080,Unknown
4.455,-739.746,97,34.2,2861.61,3080,Unknown
4.455,-741.882,97,34.2,2861.61,3080,Unknown
4.455,-734.558,97,34.2,2861.61,3080,Unknown
4.455,-740.662,97,34.2,2861.61,3080,Unknown
4.455,-739.746,97,34.2,2861.61,3080,Unknown
4.455,-737,97,34.2,2861.61,3080,Unknown
4.455,-732.117,97,34.2,2861.61,3080,Unknown
4.455,-739.441,97,34.2,2861.61,3080,Unknown
4.455,-729.37,97,34.2,2861.61,3080,Unknown
4.449,-671.997,97,34.2,2861.61,3080,Unknown
4.45,-672.607,97,34.2,2861.61,3080,Unknown
4.45,-675.354,97,34.2,2861.61,3080,Unknown
4.45,-674.133,97,34.2,2861.61,3080,Unknown
4.45,-675.964,97,34.2,2861.61,3080,Unknown
4.45,-674.438,97,34.2,2861.61,3080,Unknown
4.45,-672.607,97,34.2,2861.61,3080,Unknown
4.45,-673.523,97,34.2,2861.61,3080,Unknown
4.45,-675.659,97,34.2,2861.61,3080,Unknown
4.45,-673.523,97,34.2,2861.61,3080,Unknown
4.45,-677.185,97,34.2,2861.61,3080,Unknown
4.45,-675.354,97,34.2,2861.61,3080,Unknown
4.45,-671.692,97,34.2,2861.61,3080,Unknown
4.45,-673.218,97,34.1,2861.61,3080,Unknown
4.45,-674.133,97,34.1,2861.61,3080,Unknown
4.45,-672.607,97,34.1,2861.61,3080,Unknown
4.45,-673.218,97,34.1,2861.61,3080,Unknown
4.45,-674.744,97,34.1,2861.61,3080,Unknown
4.45,-671.997,97,34.1,2861.61,3080,Unknown
4.45,-673.828,97,34.1,2861.61,3080,Unknown
4.45,-672.913,97,34.1,2861.61,3080,Unknown
4.45,-673.828,97,34.1,2861.61,3080,Unknown
4.45,-673.828,97,34.1,2861.61,3080,Unknown
4.45,-672.913,97,34.1,2861.61,3080,Unknown
4.45,-674.744,97,34.1,2861.61,3080,Unknown
4.449,-673.218,97,34.1,2861.61,3080,Unknown
4.449,-674.744,97,34.1,2861.61,3080,Unknown
4.449,-671.997,97,34.1,2861.61,3080,Unknown
4.449,-675.049,97,34.1,2861.61,3080,Unknown
4.449,-671.082,97,34.1,2861.61,3080,Unknown
4.449,-673.828,97,34.1,2861.61,3080,Unknown
4.449,-673.218,97,34.1,2861.61,3080,Unknown
4.449,-673.828,97,34.1,2861.61,3080,Unknown
4.449,-674.133,97,34.1,2861.61,3080,Unknown
4.449,-674.744,97,34.1,2861.61,3080,Unknown
4.449,-675.354,97,34.1,2861.61,3080,Unknown
4.449,-673.523,97,34.1,2861.61,3080,Unknown
4.45,-673.828,97,34,2892.38,3080,Unknown
4.45,-676.27,97,34,2892.38,3080,Unknown
4.45,-671.387,97,34,2892.38,3080,Unknown
4.45,-675.659,97,34,2892.38,3080,Unknown
4.451,-671.997,97,34,2892.38,3080,Unknown
4.45,-672.302,97,34,2892.38,3080,Unknown
4.45,-670.776,97,34,2892.38,3080,Unknown
4.451,-674.438,97,34,2892.38,3080,Unknown
4.451,-668.64,97,34,2892.38,3080,Unknown
4.451,-673.218,97,34,2892.38,3080,Unknown
4.452,-673.523,97,34,2892.38,3080,Unknown
4.452,-672.607,97,34,2892.38,3080,Unknown
4.452,-671.082,97,34,2892.38,3080,Unknown
4.452,-670.166,97,34,2892.38,3080,Unknown
4.452,-672.913,97,34,2892.38,3080,Unknown
4.453,-671.997,97,34,2892.38,3080,Unknown
4.453,-672.302,97,34,2892.38,3080,Unknown
4.453,-673.218,97,34,2892.38,3080,Unknown
4.453,-672.913,97,34,2892.38,3080,Unknown
4.453,-673.828,97,34,2892.38,3080,Unknown
4.453,-671.997,97,34,2892.38,3080,Unknown
4.453,-673.218,97,34,2892.38,3080,Unknown
4.454,-671.997,97,33.9,2892.38,3080,Unknown
4.454,-671.997,97,33.9,2892.38,3080,Unknown
4.454,-674.744,97,33.9,2892.38,3080,Unknown
4.454,-673.218,97,33.9,2892.38,3080,Unknown
4.455,-670.166,97,33.9,2892.38,3080,Unknown
4.455,-672.302,97,33.9,2892.38,3080,Unknown
4.455,-674.744,97,33.9,2892.38,3080,Unknown
4.455,-675.049,97,33.9,2892.38,3080,Unknown
4.456,-674.133,98,33.9,2892.38,3080,Unknown
4.456,-674.744,98,33.9,2892.38,3080,Unknown
4.456,-671.692,98,33.9,2892.38,3080,Unknown
4.456,-676.575,98,33.9,2892.38,3080,Unknown
4.456,-675.049,98,33.9,2892.38,3080,Unknown
4.456,-671.387,98,33.9,2892.38,3080,Unknown
4.456,-675.659,98,33.9,2892.38,3080,Unknown
4.456,-674.133,98,33.9,2892.38,3080,Unknown
4.456,-674.438,98,33.9,2892.38,3080,Unknown
4.456,-674.744,98,33.9,2892.38,3080,Unknown
4.456,-672.302,98,33.9,2892.38,3080,Unknown
4.456,-675.049,98,33.9,2892.38,3080,Unknown
4.456,-674.133,98,33.9,2892.38,3080,Unknown
4.456,-675.049,98,33.9,2892.38,3080,Unknown
4.456,-675.659,98,33.9,2892.38,3080,Unknown
4.456,-671.997,98,33.9,2892.38,3080,Unknown
4.456,-675.049,98,33.9,2892.38,3080,Unknown
4.457,-677.795,98,33.9,2892.38,3080,Unknown
4.457,-673.523,98,33.9,2892.38,3080,Unknown
4.457,-675.659,98,33.9,2892.38,3080,Unknown
4.457,-676.27,98,33.9,2892.38,3080,Unknown
4.457,-680.237,98,33.9,2892.38,3080,Unknown
4.457,-674.744,98,33.9,2892.38,3080,Unknown
4.457,-675.049,98,33.9,2892.38,3080,Unknown
4.457,-673.828,98,33.9,2892.38,3080,Unknown
4.457,-675.354,98,33.9,2892.38,3080,Unknown
4.457,-675.659,98,33.9,2892.38,3080,Unknown
4.457,-675.049,98,33.9,2892.38,3080,Unknown
4.456,-674.133,98,33.8,2892.38,3080,Unknown
4.457,-672.607,98,33.8,2892.38,3080,Unknown
4.457,-675.354,98,33.8,2892.38,3080,Unknown
4.457,-675.049,98,33.8,2892.38,3080,Unknown
4.457,-672.913,98,33.8,2892.38,3080,Unknown
4.457,-675.049,98,33.8,2892.38,3080,Unknown
4.457,-674.133,98,33.8,2892.38,3080,Unknown
4.457,-675.659,98,33.8,2892.38,3080,Unknown
4.457,-671.082,98,33.8,2892.38,3080,Unknown
4.457,-672.302,98,33.8,2892.38,3080,Unknown
4.457,-674.133,98,33.8,2892.38,3080,Unknown
4.457,-675.354,98,33.8,2892.38,3080,Unknown
4.457,-674.133,98,33.8,2892.38,3080,Unknown
4.458,-673.218,98,33.8,2892.38,3080,Unknown
4.458,-669.25,98,33.8,2892.38,3080,Unknown
4.458,-668.945,98,33.8,2892.38,3080,Unknown
4.458,-668.335,98,33.8,2892.38,3080,Unknown
4.458,-671.387,98,33.8,2892.38,3080,Unknown
4.458,-669.861,98,33.8,2892.38,3080,Unknown
4.458,-671.997,98,33.8,2892.38,3080,Unknown
4.458,-669.25,98,33.8,2892.38,3080,Unknown
4.458,-671.692,98,33.8,2892.38,3080,Unknown
4.458,-672.302,98,33.8,2892.38,3080,Unknown
4.458,-668.03,98,33.8,2892.38,3080,Unknown
4.457,-672.913,98,33.8,2892.38,3080,Unknown
4.457,-671.997,98,33.8,2892.38,3080,Unknown
4.457,-670.471,98,33.8,2892.38,3080,Unknown
4.457,-672.913,98,33.8,2892.38,3080,Unknown
4.457,-671.997,98,33.8,2892.38,3080,Unknown
4.457,-671.997,98,33.8,2892.38,3080,Unknown
4.457,-672.607,98,33.8,2892.38,3080,Unknown
4.457,-672.913,98,33.8,2892.38,3080,Unknown
4.457,-670.471,98,33.8,2892.38,3080,Unknown
4.457,-670.471,98,33.8,2892.38,3080,Unknown
4.457,-672.913,98,33.8,2892.38,3080,Unknown
4.458,-672.913,98,33.8,2923.15,3080,Unknown
4.458,-674.438,98,33.8,2923.15,3080,Unknown
4.458,-673.828,98,33.8,2923.15,3080,Unknown
4.458,-673.218,98,33.8,2923.15,3080,Unknown
4.458,-675.659,98,33.8,2923.15,3080,Unknown
4.458,-672.913,98,33.8,2923.15,3080,Unknown
4.458,-673.828,98,33.8,2923.15,3080,Unknown
4.458,-674.438,98,33.8,2923.15,3080,Unknown
4.458,-672.913,98,33.8,2923.15,3080,Unknown
4.458,-672.302,98,33.8,2923.15,3080,Unknown
4.458,-670.776,98,33.8,2923.15,3080,Unknown
4.458,-672.913,98,33.8,2923.15,3080,Unknown
4.458,-671.387,98,33.8,2923.15,3080,Unknown
4.457,-668.03,98,33.8,2923.15,3080,Unknown
4.457,-672.607,98,33.8,2923.15,3080,Unknown
4.457,-674.133,98,33.8,2923.15,3080,Unknown
4.457,-669.556,98,33.8,2923.15,3080,Unknown
4.457,-676.27,98,33.8,2923.15,3080,Unknown
4.457,-671.082,98,33.8,2923.15,3080,Unknown
4.457,-667.419,98,33.8,2923.15,3080,Unknown
4.457,-668.945,98,33.8,2923.15,3080,Unknown
4.459,-669.556,98,33.9,2923.15,3080,Unknown
4.459,-665.894,98,33.9,2923.15,3080,Unknown
4.459,-668.03,98,33.9,2923.15,3080,Unknown
4.457,-665.894,98,33.9,2923.15,3080,Unknown
4.457,-668.945,98,33.9,2923.15,3080,Unknown
4.457,-668.03,98,33.9,2923.15,3080,Unknown
4.457,-670.166,98,33.9,2923.15,3080,Unknown
4.457,-670.166,98,33.9,2923.15,3080,Unknown
4.457,-669.861,98,33.9,2923.15,3080,Unknown
4.457,-665.283,98,33.9,2923.15,3080,Unknown
4.457,-670.166,98,33.9,2923.15,3080,Unknown
4.457,-672.302,98,33.9,2923.15,3080,Unknown
4.457,-672.607,98,33.9,2923.15,3080,Unknown
4.457,-671.997,98,33.9,2923.15,3080,Unknown
4.457,-670.776,98,33.9,2923.15,3080,Unknown
4.46,-674.438,98,33.9,2923.15,3080,Unknown
4.46,-674.438,98,33.9,2923.15,3080,Unknown
4.46,-673.218,98,33.9,2923.15,3080,Unknown
4.46,-672.607,98,33.9,2923.15,3080,Unknown
4.46,-675.354,98,33.9,2923.15,3080,Unknown
4.46,-675.049,98,33.9,2923.15,3080,Unknown
4.46,-673.523,98,33.9,2923.15,3080,Unknown
4.46,-670.166,98,33.9,2923.15,3080,Unknown
4.46,-671.692,98,33.9,2923.15,3080,Unknown
4.46,-670.776,98,33.9,2923.15,3080,Unknown
4.46,-670.776,98,33.9,2923.15,3080,Unknown
4.46,-668.03,98,33.9,2923.15,3080,Unknown
4.46,-666.504,98,33.9,2923.15,3080,Unknown
4.458,-674.744,98,34,2923.15,3080,Unknown
4.458,-671.997,98,34,2923.15,3080,Unknown
4.458,-675.964,98,34,2923.15,3080,Unknown
4.458,-673.523,98,34,2923.15,3080,Unknown
4.458,-672.913,98,34,2923.15,3080,Unknown
4.458,-673.828,98,34,2923.15,3080,Unknown
4.458,-677.49,98,34,2923.15,3080,Unknown
4.458,-669.25,98,34,2923.15,3080,Unknown
4.458,-671.082,98,34,2923.15,3080,Unknown
4.458,-673.218,98,34,2923.15,3080,Unknown
4.458,-672.913,98,34,2923.15,3080,Unknown
4.458,-670.166,98,34,2923.15,3080,Unknown
4.459,-673.523,98,34.1,2923.15,3080,Unknown
4.459,-675.049,98,34.1,2923.15,3080,Unknown
4.459,-672.302,98,34.1,2923.15,3080,Unknown
4.459,-671.997,98,34.1,2923.15,3080,Unknown
4.459,-679.016,98,34.1,2923.15,3080,Unknown
4.459,-672.913,98,34.1,2923.15,3080,Unknown
4.459,-673.828,98,34.1,2923.15,3080,Unknown
4.459,-670.166,98,34.1,2923.15,3080,Unknown
4.459,-670.471,98,34.1,2923.15,3080,Unknown
4.459,-672.913,98,34.1,2923.15,3080,Unknown
4.459,-671.387,98,34.1,2923.15,3080,Unknown
4.459,-676.27,98,34.1,2923.15,3080,Unknown
4.46,-674.133,98,34.2,2923.15,3080,Unknown
4.46,-670.166,98,34.2,2923.15,3080,Unknown
4.46,-672.913,98,34.2,2923.15,3080,Unknown
4.46,-672.607,98,34.2,2923.15,3080,Unknown
4.46,-672.607,98,34.2,2923.15,3080,Unknown
4.46,-671.387,98,34.2,2923.15,3080,Unknown
4.459,-675.964,98,34.2,2923.15,3080,Unknown
4.459,-668.945,98,34.2,2923.15,3080,Unknown
4.459,-670.166,98,34.2,2923.15,3080,Unknown
4.459,-668.945,98,34.2,2923.15,3080,Unknown
4.459,-668.945,98,34.2,2923.15,3080,Unknown
4.459,-670.776,98,34.2,2923.15,3080,Unknown
4.46,-673.523,98,34.3,2923.15,3080,Unknown
4.46,-675.964,98,34.3,2923.15,3080,Unknown
4.46,-671.997,98,34.3,2923.15,3080,Unknown
4.46,-673.828,98,34.3,2923.15,3080,Unknown
4.46,-676.27,98,34.3,2923.15,3080,Unknown
4.46,-672.607,98,34.3,2923.15,3080,Unknown
4.46,-671.082,98,34.3,2923.15,3080,Unknown
4.46,-671.692,98,34.3,2923.15,3080,Unknown
4.46,-672.913,98,34.3,2923.15,3080,Unknown
4.46,-672.302,98,34.3,2923.15,3080,Unknown
4.46,-674.133,98,34.3,2923.15,3080,Unknown
4.46,-671.387,98,34.3,2923.15,3080,Unknown
4.46,-672.607,98,34.5,2923.15,3080,Unknown
4.46,-671.387,98,34.5,2923.15,3080,Unknown
4.46,-671.997,98,34.5,2923.15,3080,Unknown
4.46,-673.523,98,34.5,2923.15,3080,Unknown
4.46,-670.776,98,34.5,2923.15,3080,Unknown
4.46,-671.692,98,34.5,2923.15,3080,Unknown
4.46,-674.133,98,34.5,2923.15,3080,Unknown
4.46,-671.997,98,34.5,2923.15,3080,Unknown
4.46,-672.302,98,34.5,2923.15,3080,Unknown
4.46,-670.776,98,34.5,2923.15,3080,Unknown
4.46,-671.997,98,34.5,2923.15,3080,Unknown
4.46,-672.913,98,34.5,2923.15,3080,Unknown
4.46,-671.692,99,34.6,2923.15,3080,Unknown
4.46,-672.913,99,34.6,2923.15,3080,Unknown
4.46,-675.659,99,34.6,2923.15,3080,Unknown
4.46,-671.997,99,34.6,2923.15,3080,Unknown
4.46,-675.659,99,34.6,2923.15,3080,Unknown
4.46,-675.964,99,34.6,2923.15,3080,Unknown
4.46,-674.744,99,34.6,2923.15,3080,Unknown
4.46,-676.575,99,34.6,2923.15,3080,Unknown
4.46,-673.828,99,34.6,2923.15,3080,Unknown
4.46,-674.744,99,34.6,2923.15,3080,Unknown
4.46,-668.335,99,34.6,2923.15,3080,Unknown
4.46,-669.861,99,34.6,2923.15,3080,Unknown
4.46,-677.185,99,34.8,2923.15,3080,Unknown
4.46,-668.03,99,34.8,2923.15,3080,Unknown
4.46,-669.556,99,34.8,2923.15,3080,Unknown
4.46,-675.049,99,34.8,2923.15,3080,Unknown
4.46,-672.302,99,34.8,2923.15,3080,Unknown
4.46,-672.913,99,34.8,2923.15,3080,Unknown
4.46,-673.523,99,34.8,2923.15,3080,Unknown
4.46,-675.354,99,34.8,2923.15,3080,Unknown
4.46,-676.27,99,34.8,2923.15,3080,Unknown
4.46,-673.218,99,34.8,2923.15,3080,Unknown
4.46,-671.692,99,34.8,2923.15,3080,Unknown
4.46,-673.828,99,34.8,2923.15,3080,Unknown
4.462,-673.523,99,34.9,2923.15,3080,Unknown
4.462,-674.438,99,34.9,2923.15,3080,Unknown
4.462,-675.964,99,34.9,2923.15,3080,Unknown
4.462,-667.725,99,34.9,2923.15,3080,Unknown
4.462,-671.387,99,34.9,2923.15,3080,Unknown
4.462,-675.049,99,34.9,2923.15,3080,Unknown
4.462,-673.828,99,34.9,2923.15,3080,Unknown
4.462,-673.523,99,34.9,2923.15,3080,Unknown
4.462,-667.419,99,34.9,2923.15,3080,Unknown
4.462,-671.082,99,34.9,2923.15,3080,Unknown
4.462,-664.978,99,34.9,2923.15,3080,Unknown
4.462,-667.725,99,34.9,2923.15,3080,Unknown
4.46,-668.945,99,35,2923.15,3080,Unknown
4.46,-671.082,99,35,2923.15,3080,Unknown
4.46,-672.913,99,35,2923.15,3080,Unknown
4.46,-672.302,99,35,2923.15,3080,Unknown
4.46,-669.861,99,35,2923.15,3080,Unknown
4.46,-673.828,99,35,2923.15,3080,Unknown
4.46,-669.861,99,35,2923.15,3080,Unknown
4.46,-670.776,99,35,2923.15,3080,Unknown
4.46,-669.556,99,35,2923.15,3080,Unknown
4.46,-673.828,99,35,2923.15,3080,Unknown
4.46,-674.744,99,35,2923.15,3080,Unknown
4.46,-674.438,99,35,2923.15,3080,Unknown
4.461,-670.166,99,35.2,2923.15,3080,Unknown
4.461,-673.828,99,35.2,2923.15,3080,Unknown
4.461,-672.607,99,35.2,2923.15,3080,Unknown
4.461,-674.133,99,35.2,2923.15,3080,Unknown
4.461,-670.471,99,35.2,2923.15,3080,Unknown
4.461,-674.744,99,35.2,2923.15,3080,Unknown
4.461,-671.692,99,35.2,2923.15,3080,Unknown
4.461,-672.913,99,35.2,2923.15,3080,Unknown
4.461,-671.692,99,35.2,2923.15,3080,Unknown
4.461,-674.744,99,35.2,2923.15,3080,Unknown
4.461,-672.302,99,35.2,2923.15,3080,Unknown
4.461,-674.133,99,35.2,2923.15,3080,Unknown
4.461,-674.438,99,35.2,2923.15,3080,Unknown
4.462,-674.133,99,35.3,2953.92,3080,Unknown
4.462,-671.387,99,35.3,2953.92,3080,Unknown
4.462,-674.744,99,35.3,2953.92,3080,Unknown
4.462,-672.913,99,35.3,2953.92,3080,Unknown
4.462,-673.218,99,35.3,2953.92,3080,Unknown
4.462,-676.575,99,35.3,2953.92,3080,Unknown
4.462,-673.218,99,35.3,2953.92,3080,Unknown
4.462,-673.828,99,35.3,2953.92,3080,Unknown
4.462,-674.133,99,35.3,2953.92,3080,Unknown
4.462,-671.387,99,35.3,2953.92,3080,Unknown
4.462,-675.049,99,35.3,2953.92,3080,Unknown
4.462,-672.302,99,35.3,2953.92,3080,Unknown
4.461,-674.744,99,35.4,2953.92,3080,Unknown
4.461,-671.082,99,35.4,2953.92,3080,Unknown
4.461,-675.659,99,35.4,2953.92,3080,Unknown
4.461,-671.082,99,35.4,2953.92,3080,Unknown
4.461,-673.828,99,35.4,2953.92,3080,Unknown
4.461,-677.185,99,35.4,2953.92,3080,Unknown
4.461,-674.133,99,35.4,2953.92,3080,Unknown
4.461,-673.218,99,35.4,2953.92,3080,Unknown
4.461,-668.945,99,35.4,2953.92,3080,Unknown
4.461,-673.828,99,35.4,2953.92,3080,Unknown
4.461,-672.607,99,35.4,2953.92,3080,Unknown
4.461,-667.725,99,35.4,2953.92,3080,Unknown
4.462,-668.335,99,35.5,2953.92,3080,Unknown
4.463,-670.166,99,35.5,2953.92,3080,Unknown
4.463,-667.114,99,35.5,2953.92,3080,Unknown
4.463,-670.471,99,35.5,2953.92,3080,Unknown
4.463,-665.588,99,35.5,2953.92,3080,Unknown
4.463,-671.387,99,35.5,2953.92,3080,Unknown
4.463,-670.166,99,35.5,2953.92,3080,Unknown
4.463,-665.894,99,35.5,2953.92,3080,Unknown
4.463,-662.537,99,35.5,2953.92,3080,Unknown
4.463,-662.842,99,35.5,2953.92,3080,Unknown
4.463,-665.283,99,35.5,2953.92,3080,Unknown
4.463,-661.621,99,35.5,2953.92,3080,Unknown
4.464,-667.419,99,35.6,2953.92,3080,Unknown
4.464,-668.64,99,35.6,2953.92,3080,Unknown
4.464,-669.556,99,35.6,2953.92,3080,Unknown
4.464,-670.166,99,35.6,2953.92,3080,Unknown
4.464,-669.861,99,35.6,2953.92,3080,Unknown
4.464,-664.673,99,35.6,2953.92,3080,Unknown
4.464,-669.556,99,35.6,2953.92,3080,Unknown
4.464,-670.471,99,35.6,2953.92,3080,Unknown
4.464,-670.166,99,35.6,2953.92,3080,Unknown
4.464,-670.776,99,35.6,2953.92,3080,Unknown
4.464,-671.997,99,35.6,2953.92,3080,Unknown
4.464,-668.335,99,35.6,2953.92,3080,Unknown
4.463,-666.809,99,35.7,2953.92,3080,Unknown
4.463,-665.283,99,35.7,2953.92,3080,Unknown
4.463,-669.556,99,35.7,2953.92,3080,Unknown
4.463,-664.062,99,35.7,2953.92,3080,Unknown
4.463,-661.316,99,35.7,2953.92,3080,Unknown
4.463,-668.03,99,35.7,2953.92,3080,Unknown
4.463,-657.349,99,35.7,2953.92,3080,Unknown
4.463,-664.978,99,35.7,2953.92,3080,Unknown
4.463,-658.874,99,35.7,2953.92,3080,Unknown
4.463,-658.264,99,35.7,2953.92,3080,Unknown
4.463,-664.368,99,35.7,2953.92,3080,Unknown
4.463,-661.011,99,35.7,2953.92,3080,Unknown
4.463,-660.4,99,35.7,2953.92,3080,Unknown
4.463,-661.926,99,35.8,2953.92,3080,Unknown
4.463,-661.621,99,35.8,2953.92,3080,Unknown
4.463,-661.926,99,35.8,2953.92,3080,Unknown
4.463,-664.062,99,35.8,2953.92,3080,Unknown
4.463,-659.79,99,35.8,2953.92,3080,Unknown
4.463,-664.673,99,35.8,2953.92,3080,Unknown
4.463,-663.452,99,35.8,2953.92,3080,Unknown
4.463,-660.095,99,35.8,2953.92,3080,Unknown
4.463,-660.095,99,35.8,2953.92,3080,Unknown
4.463,-654.297,99,35.8,2953.92,3080,Unknown
4.463,-657.043,99,35.8,2953.92,3080,Unknown
4.463,-658.264,99,35.8,2953.92,3080,Unknown
4.463,-652.771,99,35.8,2953.92,3080,Unknown
4.463,-654.907,99,35.8,2953.92,3080,Unknown
4.463,-660.095,99,35.8,2953.92,3080,Unknown
4.463,-659.18,99,35.8,2953.92,3080,Unknown
4.463,-655.518,99,35.8,2953.92,3080,Unknown
4.463,-652.466,99,35.8,2953.92,3080,Unknown
4.463,-654.602,99,35.8,2953.92,3080,Unknown
4.463,-660.095,99,35.8,2953.92,3080,Unknown
4.463,-656.128,99,35.8,2953.92,3080,Unknown
4.463,-658.874,99,35.8,2953.92,3080,Unknown
4.463,-648.804,99,35.9,2953.92,3080,Unknown
4.463,-643.616,99,35.9,2953.92,3080,Unknown
4.463,-643.921,99,35.9,2953.92,3080,Unknown
4.463,-645.142,99,35.9,2953.92,3080,Unknown
4.463,-645.752,99,35.9,2953.92,3080,Unknown
4.463,-647.278,99,35.9,2953.92,3080,Unknown
4.463,-648.193,99,35.9,2953.92,3080,Unknown
4.463,-648.193,99,35.9,2953.92,3080,Unknown
4.463,-646.057,99,35.9,2953.92,3080,Unknown
4.463,-641.479,99,35.9,2953.92,3080,Unknown
4.463,-649.719,99,35.9,2953.92,3080,Unknown
4.463,-652.466,99,35.9,2953.92,3080,Unknown
4.463,-642.09,99,35.9,2953.92,3080,Unknown
4.463,-639.954,99,35.9,2953.92,3080,Unknown
4.462,-645.142,99,35.9,2953.92,3080,Unknown
4.462,-642.09,99,35.9,2953.92,3080,Unknown
4.462,-630.798,99,35.9,2953.92,3080,Unknown
4.462,-639.343,99,35.9,2953.92,3080,Unknown
4.462,-643.005,99,35.9,2953.92,3080,Unknown
4.462,-638.733,99,35.9,2953.92,3080,Unknown
4.462,-639.038,99,35.9,2953.92,3080,Unknown
4.462,-638.428,99,35.9,2953.92,3080,Unknown
4.462,-631.409,99,35.9,2953.92,3080,Unknown
4.462,-639.343,99,35.9,2953.92,3080,Unknown
4.462,-642.09,99,35.9,2953.92,3080,Unknown
4.462,-638.123,99,35.9,2953.92,3080,Unknown
4.462,-629.883,99,35.9,2953.92,3080,Unknown
4.462,-629.883,99,35.9,2953.92,3080,Unknown
4.462,-635.071,99,35.9,2953.92,3080,Unknown
4.462,-635.376,99,35.9,2953.92,3080,Unknown
4.462,-633.85,99,35.9,2953.92,3080,Unknown
4.462,-632.019,99,35.9,2953.92,3080,Unknown
4.462,-630.188,99,35.9,2953.92,3080,Unknown
4.462,-630.798,99,35.9,2953.92,3080,Unknown
4.462,-628.967,99,35.9,2953.92,3080,Unknown
4.462,-629.883,99,35.9,2953.92,3080,Unknown
4.462,-627.136,99,35.9,2953.92,3080,Unknown
4.462,-629.883,99,35.9,2953.92,3080,Unknown
4.462,-632.324,99,36,2953.92,3080,Unknown
4.462,-632.629,99,36,2953.92,3080,Unknown
4.462,-624.39,99,36,2953.92,3080,Unknown
4.462,-625,99,36,2953.92,3080,Unknown
4.462,-629.578,99,36,2953.92,3080,Unknown
4.462,-629.578,99,36,2953.92,3080,Unknown
4.462,-625.915,99,36,2953.92,3080,Unknown
4.462,-624.39,99,36,2953.92,3080,Unknown
4.462,-625,99,36,2953.92,3080,Unknown
4.462,-628.052,99,36,2953.92,3080,Unknown
4.462,-623.169,99,36,2953.92,3080,Unknown
4.462,-623.169,99,36,2953.92,3080,Unknown
4.463,-621.643,99,36,2953.92,3080,Unknown
4.463,-620.727,99,36,2953.92,3080,Unknown
4.463,-620.727,99,36,2953.92,3080,Unknown
4.463,-617.981,99,36,2953.92,3080,Unknown
4.463,-623.474,99,36,2953.92,3080,Unknown
4.463,-622.559,99,36,2953.92,3080,Unknown
4.463,-622.559,99,36,2953.92,3080,Unknown
4.463,-607.605,99,36,2953.92,3080,Unknown
4.463,-618.286,99,36,2953.92,3080,Unknown
4.463,-619.202,99,36,2953.92,3080,Unknown
4.463,-625.305,99,36,2953.92,3080,Unknown
4.463,-608.826,99,36,2953.92,3080,Unknown
4.463,-610.657,99,36,2953.92,3080,Unknown
4.463,-614.929,99,36,2953.92,3080,Unknown
4.463,-618.286,99,36,2953.92,3080,Unknown
4.463,-614.929,99,36,2953.92,3080,Unknown
4.463,-621.338,99,36,2953.92,3080,Unknown
4.463,-610.657,99,36,2953.92,3080,Unknown
4.463,-613.098,99,36,2953.92,3080,Unknown
4.463,-616.76,99,36,2953.92,3080,Unknown
4.463,-611.267,99,36,2953.92,3080,Unknown
4.463,-614.014,99,36,2953.92,3080,Unknown
4.463,-606.384,99,36,2953.92,3080,Unknown
4.463,-614.319,99,36,2953.92,3080,Unknown
4.463,-608.826,99,36,2953.92,3080,Unknown
4.462,-615.845,99,36,2984.69,3080,Unknown
4.462,-613.708,99,36,2984.69,3080,Unknown
4.462,-606.995,99,36,2984.69,3080,Unknown
4.462,-610.046,99,36,2984.69,3080,Unknown
