voltage(V),current(mA),battery_percent,battery_temperature(Celsius),remaining_battery_charge(mAh),battery_capacity(mAh),battery_technology
3.733,-2314454,1,36.9,0,4400,Li-ion
3.492,-140075,1,36.6,0,4400,Li-ion
3.492,-386352,1,36.6,0,4400,Li-ion
3.492,-346374,1,36.6,0,4400,Li-ion
3.492,-382385,1,36.6,0,4400,Li-ion
3.618,-387878,1,36.6,0,4400,Li-ion
3.618,-312500,1,36.6,0,4400,Li-ion
3.618,-808716,1,36.6,0,4400,Li-ion
3.618,-647278,1,36.6,0,4400,Li-ion
3.618,-578308,1,36.6,0,4400,Li-ion
3.618,-417480,1,36.6,0,4400,Li-ion
3.618,-361938,1,36.6,0,4400,Li-ion
3.611,-362549,1,36.8,0,4400,Li-ion
3.818,-2113038,1,36.5,0,4400,Li-ion
3.928,-3355715,1,37.9,0,4400,Li-ion
4.003,-3811037,1,38.1,0,4400,Li-ion
4.013,-4004519,1,38.2,0,4400,Li-ion
4.029,-4007876,1,38.2,0,4400,Li-ion
4.037,-3841555,1,38.3,0,4400,Li-ion
4.041,-4004519,1,38.4,0,4400,Li-ion
4.046,-1766053,1,37.5,0,4400,Li-ion
3.807,-1279908,1,37.3,0,4400,Li-ion
3.783,-1737366,1,37.1,0,4400,Li-ion
3.827,-1887208,1,37,0,4400,Li-ion
3.813,-1848451,1,36.9,0,4400,Li-ion
3.837,-1926270,1,36.9,0,4400,Li-ion
3.848,-2013551,1,36.9,0,4400,Li-ion
3.849,-1864930,1,36.8,0,4400,Li-ion
3.823,-1933900,1,36.8,0,4400,Li-ion
3.845,-1955567,1,36.8,0,4400,Li-ion
3.827,-1961976,1,36.8,0,4400,Li-ion
3.83,-1890565,2,36.7,0,4400,Li-ion
3.844,-1778565,2,36.7,0,4400,Li-ion
3.846,-1978761,2,36.7,0,4400,Li-ion
3.847,-1968690,2,36.7,0,4400,Li-ion
3.853,-1961366,2,36.7,0,4400,Li-ion
3.842,-1864930,2,36.7,0,4400,Li-ion
3.852,-1928101,2,36.7,0,4400,Li-ion
3.851,-1991578,2,36.7,0,4400,Li-ion
3.857,-1851502,2,36.6,0,4400,Li-ion
3.845,-1970826,2,36.6,0,4400,Li-ion
3.855,-1949769,2,36.6,0,4400,Li-ion
3.844,-1946717,2,36.6,0,4400,Li-ion
3.85,-1906739,2,36.6,0,4400,Li-ion
3.856,-1875916,2,36.6,0,4400,Li-ion
3.855,-1919557,2,36.6,0,4400,Li-ion
3.834,-1875916,2,36.6,0,4400,Li-ion
3.852,-1826478,2,36.6,0,4400,Li-ion
3.841,-1896974,2,36.6,0,4400,Li-ion
3.843,-1902162,2,36.6,0,4400,Li-ion
3.86,-1871644,2,36.5,0,4400,Li-ion
3.847,-1887513,2,36.5,0,4400,Li-ion
3.848,-1806947,2,36.5,0,4400,Li-ion
3.857,-1738892,2,36.5,0,4400,Li-ion
3.861,-1853028,2,36.5,0,4400,Li-ion
3.853,-1839906,2,36.5,0,4400,Li-ion
3.86,-1632081,2,36.5,0,4400,Li-ion
3.859,-1853028,2,36.5,0,4400,Li-ion
3.861,-2434999,2,36.8,0,4400,Li-ion
4.078,-3995364,2,37.6,0,4400,Li-ion
4.086,-4002688,2,37.7,0,4400,Li-ion
4.091,-4011538,2,37.7,0,4400,Li-ion
4.098,-4032290,2,37.7,0,4400,Li-ion
4.098,-4032595,2,37.6,0,4400,Li-ion
4.11,-4038088,2,37.7,0,4400,Li-ion
4.11,-4042971,2,37.7,0,4400,Li-ion
4.11,-4033816,2,37.7,0,4400,Li-ion
4.11,-4041445,2,37.7,0,4400,Li-ion
4.11,-4035952,2,37.7,0,4400,Li-ion
4.11,-4033511,2,37.7,0,4400,Li-ion
4.11,-4035647,2,37.7,0,4400,Li-ion
4.128,-4040225,2,37.8,0,4400,Li-ion
4.128,-4029849,2,37.8,0,4400,Li-ion
4.128,-4033511,2,37.8,0,4400,Li-ion
4.128,-4038699,2,37.8,0,4400,Li-ion
4.128,-4033206,2,37.8,0,4400,Li-ion
4.137,-4037173,2,37.8,0,4400,Li-ion
4.137,-4026797,2,37.8,0,4400,Li-ion
4.137,-4030764,2,37.8,0,4400,Li-ion
4.137,-4030154,2,37.8,0,4400,Li-ion
4.148,-4041750,2,37.8,0,4400,Li-ion
4.149,-4035952,3,37.8,0,4400,Li-ion
4.149,-4034426,3,37.8,0,4400,Li-ion
3.941,-1785584,3,37.2,0,4400,Li-ion
3.946,-1969300,3,37,0,4400,Li-ion
3.953,-1824952,3,36.9,0,4400,Li-ion
3.953,-2065125,3,36.8,0,4400,Li-ion
3.951,-2014161,3,36.8,0,4400,Li-ion
3.944,-2019654,3,36.7,0,4400,Li-ion
3.946,-1754456,3,36.7,0,4400,Li-ion
3.926,-1852418,3,36.7,0,4400,Li-ion
3.931,-1953736,3,36.6,0,4400,Li-ion
3.933,-1910096,3,36.6,0,4400,Li-ion
3.94,-2006837,3,36.6,0,4400,Li-ion
3.94,-2080689,3,36.6,0,4400,Li-ion
3.942,-2070008,3,36.6,0,4400,Li-ion
3.92,-2017823,3,36.6,0,4400,Li-ion
3.928,-1943665,3,36.6,0,4400,Li-ion
3.908,-1918641,3,36.5,0,4400,Li-ion
3.929,-1973573,3,36.5,0,4400,Li-ion
3.919,-1838380,3,36.5,0,4400,Li-ion
3.932,-1864625,3,36.5,0,4400,Li-ion
3.933,-1770631,3,36.5,0,4400,Li-ion
3.933,-2006227,3,36.5,0,4400,Li-ion
3.927,-1930238,3,36.5,0,4400,Li-ion
3.933,-1810304,3,36.5,0,4400,Li-ion
3.934,-1990052,3,36.5,0,4400,Li-ion
3.93,-1954652,3,36.5,0,4400,Li-ion
3.925,-1918336,3,36.4,0,4400,Li-ion
3.917,-1875916,3,36.4,0,4400,Li-ion
3.934,-1993104,3,36.4,0,4400,Li-ion
3.917,-1854859,3,36.4,0,4400,Li-ion
3.874,-1508484,3,36.4,0,4400,Li-ion
3.92,-1721802,3,36.4,0,4400,Li-ion
3.909,-1719666,3,36.4,0,4400,Li-ion
3.915,-1832887,3,36.4,0,4400,Li-ion
3.922,-1487733,3,36.4,0,4400,Li-ion
3.926,-1925050,3,36.4,0,4400,Li-ion
3.926,-1880189,3,36.4,0,4400,Li-ion
3.903,-1723023,3,36.4,0,4400,Li-ion
3.918,-1894227,3,36.4,0,4400,Li-ion
3.921,-1878053,3,36.4,0,4400,Li-ion
4.058,-4022830,3,37.2,0,4400,Li-ion
4.131,-4012454,3,37.4,0,4400,Li-ion
4.137,-4015505,3,37.5,0,4400,Li-ion
4.14,-4026492,3,37.5,0,4400,Li-ion
4.14,-4035952,3,37.5,0,4400,Li-ion
4.14,-4034426,3,37.5,0,4400,Li-ion
4.152,-4045107,3,37.6,0,4400,Li-ion
4.152,-4032290,3,37.6,0,4400,Li-ion
4.152,-4035647,3,37.6,0,4400,Li-ion
4.152,-4036868,3,37.6,0,4400,Li-ion
4.152,-4033206,3,37.6,0,4400,Li-ion
4.152,-4035342,3,37.6,0,4400,Li-ion
4.156,-4035647,4,37.8,0,4400,Li-ion
4.156,-4032900,4,37.8,0,4400,Li-ion
3.954,-2034303,4,37.1,0,4400,Li-ion
3.969,-2060548,4,36.9,0,4400,Li-ion
3.957,-1976930,4,36.8,0,4400,Li-ion
3.948,-2003480,4,36.7,0,4400,Li-ion
3.959,-2015382,4,36.7,0,4400,Li-ion
3.954,-2035218,4,36.6,0,4400,Li-ion
3.957,-2064820,4,36.6,0,4400,Li-ion
3.956,-2043763,4,36.6,0,4400,Li-ion
3.949,-1983338,4,36.6,0,4400,Li-ion
3.947,-1928712,4,36.5,0,4400,Li-ion
3.943,-1840821,4,36.5,0,4400,Li-ion
3.919,-1974793,4,36.5,0,4400,Li-ion
3.948,-1879273,4,36.5,0,4400,Li-ion
3.922,-2012025,4,36.5,0,4400,Li-ion
3.913,-2016603,4,36.5,0,4400,Li-ion
3.949,-2036134,4,36.5,0,4400,Li-ion
3.924,-2004090,4,36.5,0,4400,Li-ion
3.941,-1956483,4,36.5,0,4400,Li-ion
3.934,-1917115,4,36.5,0,4400,Li-ion
3.946,-1779176,4,36.4,0,4400,Li-ion
3.943,-1990052,4,36.4,0,4400,Li-ion
3.941,-1988526,4,36.4,0,4400,Li-ion
3.941,-1978456,4,36.4,0,4400,Li-ion
3.93,-1980897,4,36.4,0,4400,Li-ion
3.942,-1914369,4,36.4,0,4400,Li-ion
3.942,-1944886,4,36.4,0,4400,Li-ion
3.941,-1991578,4,36.4,0,4400,Li-ion
3.929,-1985780,4,36.4,0,4400,Li-ion
3.939,-1971742,4,36.4,0,4400,Li-ion
3.931,-1970216,4,36.4,0,4400,Li-ion
3.932,-1921388,4,36.4,0,4400,Li-ion
3.925,-1810304,4,36.4,0,4400,Li-ion
3.932,-1957093,4,36.4,0,4400,Li-ion
3.937,-1911317,4,36.4,0,4400,Li-ion
3.917,-1897889,4,36.4,0,4400,Li-ion
3.929,-1845399,4,36.4,0,4400,Li-ion
3.935,-1934205,4,36.4,0,4400,Li-ion
3.933,-1889344,4,36.4,0,4400,Li-ion
3.934,-1958924,4,36.4,0,4400,Li-ion
4.068,-3941348,4,37.2,0,4400,Li-ion
4.139,-4002993,4,37.5,0,4400,Li-ion
4.146,-4020083,4,37.5,0,4400,Li-ion
4.148,-4034121,4,37.5,0,4400,Li-ion
4.148,-4039004,4,37.5,0,4400,Li-ion
4.148,-4037783,4,37.5,0,4400,Li-ion
4.148,-4031374,4,37.5,0,4400,Li-ion
4.166,-4034121,4,37.8,0,4400,Li-ion
4.166,-4037478,4,37.8,0,4400,Li-ion
4.166,-4029849,4,37.8,0,4400,Li-ion
4.168,-4036868,5,37.8,34.68,4400,Li-ion
4.168,-4036257,5,37.8,34.68,4400,Li-ion
4.168,-4028323,5,37.8,34.68,4400,Li-ion
4.168,-4036868,5,37.8,34.68,4400,Li-ion
4.172,-4027102,5,37.8,34.68,4400,Li-ion
4.175,-4041750,5,37.9,34.68,4400,Li-ion
4.175,-4033816,5,37.9,34.68,4400,Li-ion
4.175,-4033511,5,37.9,34.68,4400,Li-ion
4.175,-4035342,5,37.9,34.68,4400,Li-ion
4.175,-4029849,5,37.9,34.68,4400,Li-ion
4.175,-4037783,5,37.9,34.68,4400,Li-ion
4.175,-4031680,5,37.9,34.68,4400,Li-ion
4.178,-4036257,5,37.9,34.68,4400,Li-ion
4.178,-4031069,5,37.9,34.68,4400,Li-ion
4.178,-4029849,5,37.9,34.68,4400,Li-ion
4.178,-4038394,5,37.9,34.68,4400,Li-ion
4.178,-4033206,5,37.9,34.68,4400,Li-ion
4.178,-4032290,5,37.9,34.68,4400,Li-ion
4.178,-4030154,5,37.9,34.68,4400,Li-ion
3.96,-1757813,5,37.3,34.68,4400,Li-ion
3.987,-1865540,5,37.1,34.68,4400,Li-ion
3.98,-2040406,5,37,34.68,4400,Li-ion
3.933,-1622315,5,36.9,34.68,4400,Li-ion
3.974,-1806031,5,36.9,34.68,4400,Li-ion
3.978,-2102662,5,36.9,34.68,4400,Li-ion
3.982,-2078858,5,36.8,34.68,4400,Li-ion
3.963,-1964723,5,36.8,34.68,4400,Li-ion
3.969,-1995851,5,36.8,34.68,4400,Li-ion
3.933,-1684876,5,36.8,34.68,4400,Li-ion
3.957,-1908875,5,36.7,34.68,4400,Li-ion
3.958,-1973878,5,36.7,34.68,4400,Li-ion
3.964,-1968385,5,36.7,34.68,4400,Li-ion
3.962,-1875306,5,36.7,34.68,4400,Li-ion
3.955,-1964417,5,36.7,34.68,4400,Li-ion
3.959,-1972352,5,36.7,34.68,4400,Li-ion
3.957,-1948853,5,36.7,34.68,4400,Li-ion
3.958,-1823121,5,36.7,34.68,4400,Li-ion
3.957,-1976319,5,36.7,34.68,4400,Li-ion
3.957,-1929017,5,36.7,34.68,4400,Li-ion
3.944,-1854554,5,36.7,34.68,4400,Li-ion
3.952,-1695863,5,36.7,34.68,4400,Li-ion
3.946,-1903382,5,36.7,34.68,4400,Li-ion
3.951,-1729127,5,36.7,34.68,4400,Li-ion
3.945,-1901551,5,36.6,34.68,4400,Li-ion
3.949,-1935731,5,36.6,34.68,4400,Li-ion
3.945,-1895753,5,36.7,34.68,4400,Li-ion
3.952,-1803590,5,36.6,34.68,4400,Li-ion
3.953,-1662293,5,36.6,34.68,4400,Li-ion
3.952,-1930238,5,36.6,34.68,4400,Li-ion
3.952,-1883546,5,36.6,34.68,4400,Li-ion
3.919,-1681519,5,36.6,34.68,4400,Li-ion
3.95,-1951905,5,36.6,34.68,4400,Li-ion
3.94,-1823731,6,36.6,69.36,4400,Li-ion
3.942,-1769105,6,36.6,69.36,4400,Li-ion
3.948,-1928101,6,36.6,69.36,4400,Li-ion
3.948,-1894227,6,36.6,69.36,4400,Li-ion
3.948,-1846314,6,36.6,69.36,4400,Li-ion
3.949,-1687318,6,36.6,69.36,4400,Li-ion
4.112,-3636477,6,37.4,69.36,4400,Li-ion
4.144,-3989871,6,37.8,69.36,4400,Li-ion
4.151,-4003603,6,37.7,69.36,4400,Li-ion
4.158,-4030764,6,37.7,69.36,4400,Li-ion
4.16,-4036257,6,37.7,69.36,4400,Li-ion
4.166,-4031374,6,37.9,69.36,4400,Li-ion
4.166,-4031374,6,37.9,69.36,4400,Li-ion
4.166,-4036868,6,37.9,69.36,4400,Li-ion
4.166,-4030459,6,37.9,69.36,4400,Li-ion
4.166,-4040530,6,37.9,69.36,4400,Li-ion
4.166,-4035952,6,37.9,69.36,4400,Li-ion
4.166,-4035037,6,37.9,69.36,4400,Li-ion
4.177,-4034121,6,38,69.36,4400,Li-ion
4.177,-4041445,6,38,69.36,4400,Li-ion
4.177,-4026797,6,38,69.36,4400,Li-ion
3.923,-2049867,6,37.4,69.36,4400,Li-ion
3.967,-2021180,6,37.2,69.36,4400,Li-ion
3.957,-2071534,6,37.1,69.36,4400,Li-ion
3.977,-2018739,6,37,69.36,4400,Li-ion
3.977,-2072755,6,37,69.36,4400,Li-ion
3.959,-2029420,6,36.9,69.36,4400,Li-ion
3.968,-1980897,6,36.9,69.36,4400,Li-ion
3.964,-1979981,6,36.9,69.36,4400,Li-ion
3.968,-1978456,6,36.9,69.36,4400,Li-ion
3.973,-2082826,6,36.9,69.36,4400,Li-ion
3.973,-2094117,6,36.9,69.36,4400,Li-ion
3.966,-2090760,6,36.8,69.36,4400,Li-ion
3.973,-1995240,6,36.8,69.36,4400,Li-ion
3.97,-2002259,6,36.8,69.36,4400,Li-ion
3.968,-1978761,6,36.8,69.36,4400,Li-ion
3.949,-1970521,6,36.8,69.36,4400,Li-ion
3.936,-1963197,6,36.8,69.36,4400,Li-ion
3.963,-1976624,6,36.8,69.36,4400,Li-ion
3.956,-1897889,6,36.8,69.36,4400,Li-ion
3.966,-1994019,6,36.8,69.36,4400,Li-ion
3.963,-2010804,6,36.8,69.36,4400,Li-ion
3.952,-2030946,6,36.8,69.36,4400,Li-ion
3.958,-2030641,6,36.8,69.36,4400,Li-ion
3.963,-2007447,6,36.7,69.36,4400,Li-ion
3.954,-1985780,6,36.8,69.36,4400,Li-ion
3.953,-1883241,6,36.7,69.36,4400,Li-ion
3.957,-1937562,6,36.7,69.36,4400,Li-ion
3.962,-1899415,6,36.7,69.36,4400,Li-ion
3.948,-1849671,6,36.8,69.36,4400,Li-ion
3.957,-1785889,7,36.7,104.04,4400,Li-ion
3.941,-1796876,7,36.7,104.04,4400,Li-ion
3.95,-1875306,7,36.7,104.04,4400,Li-ion
3.957,-1816407,7,36.7,104.04,4400,Li-ion
3.956,-1959535,7,36.7,104.04,4400,Li-ion
3.955,-1925050,7,36.7,104.04,4400,Li-ion
3.951,-1832276,7,36.7,104.04,4400,Li-ion
3.956,-1758118,7,36.7,104.04,4400,Li-ion
3.957,-1939698,7,36.7,104.04,4400,Li-ion
4.034,-4031374,7,37.5,104.04,4400,Li-ion
4.156,-4005740,7,37.8,104.04,4400,Li-ion
4.158,-4010317,7,37.8,104.04,4400,Li-ion
4.166,-4030459,7,37.9,104.04,4400,Li-ion
4.167,-4028628,7,37.9,104.04,4400,Li-ion
4.167,-4042666,7,37.9,104.04,4400,Li-ion
4.167,-4030764,7,37.9,104.04,4400,Li-ion
3.966,-2062379,7,37.3,104.04,4400,Li-ion
3.976,-2060243,7,37.1,104.04,4400,Li-ion
3.98,-2065736,7,37,104.04,4400,Li-ion
3.979,-2056275,7,37,104.04,4400,Li-ion
3.973,-1815797,7,36.9,104.04,4400,Li-ion
3.935,-2042542,8,36.9,104.04,4400,Li-ion
3.953,-1891480,8,36.9,104.04,4400,Li-ion
3.951,-1785279,8,36.8,104.04,4400,Li-ion
3.975,-1914674,8,36.8,104.04,4400,Li-ion
3.934,-1336365,8,36.8,104.04,4400,Li-ion
3.914,-1505738,8,36.8,104.04,4400,Li-ion
3.914,-1449586,8,36.8,104.04,4400,Li-ion
3.893,-1265564,8,36.8,104.04,4400,Li-ion
3.929,-1649171,8,36.8,104.04,4400,Li-ion
3.912,-1463624,8,36.8,104.04,4400,Li-ion
3.925,-1610108,8,36.8,104.04,4400,Li-ion
3.922,-1739808,8,36.8,104.04,4400,Li-ion
3.952,-1593629,8,36.8,104.04,4400,Li-ion
3.901,-1520692,8,36.8,104.04,4400,Li-ion
3.962,-1981202,8,36.8,104.04,4400,Li-ion
3.953,-1749268,8,36.8,104.04,4400,Li-ion
3.934,-1878358,8,36.8,104.04,4400,Li-ion
3.959,-1959229,8,36.8,104.04,4400,Li-ion
3.951,-1831056,8,36.8,104.04,4400,Li-ion
3.96,-1753846,8,36.8,104.04,4400,Li-ion
3.965,-1991883,8,36.8,104.04,4400,Li-ion
3.955,-1803590,8,36.8,104.04,4400,Li-ion
3.961,-1768189,8,36.8,104.04,4400,Li-ion
3.957,-1995240,8,36.8,104.04,4400,Li-ion
3.963,-1936952,8,36.8,104.04,4400,Li-ion
3.936,-1820680,8,36.7,104.04,4400,Li-ion
3.949,-1686097,8,36.8,104.04,4400,Li-ion
3.951,-1694947,8,36.7,104.04,4400,Li-ion
3.955,-1663514,8,36.8,104.04,4400,Li-ion
3.952,-1729737,8,36.8,104.04,4400,Li-ion
3.95,-1785889,8,36.7,104.04,4400,Li-ion
3.957,-1851807,8,36.7,104.04,4400,Li-ion
3.956,-1864625,8,36.7,104.04,4400,Li-ion
3.945,-1793519,8,36.7,104.04,4400,Li-ion
3.959,-1750184,8,36.7,104.04,4400,Li-ion
3.957,-1948853,8,36.7,104.04,4400,Li-ion
3.95,-1741944,8,36.8,104.04,4400,Li-ion
3.943,-1914369,9,36.7,138.72,4400,Li-ion
3.957,-1927796,9,36.7,138.72,4400,Li-ion
3.951,-1767884,9,36.7,138.72,4400,Li-ion
3.927,-1759339,9,36.7,138.72,4400,Li-ion
3.938,-1842042,9,36.7,138.72,4400,Li-ion
3.949,-1743165,9,36.7,138.72,4400,Li-ion
3.95,-1799317,9,36.7,138.72,4400,Li-ion
3.951,-1729127,9,36.7,138.72,4400,Li-ion
3.953,-1804810,9,36.7,138.72,4400,Li-ion
3.945,-1799928,9,36.7,138.72,4400,Li-ion
3.941,-1626893,9,36.7,138.72,4400,Li-ion
3.949,-1703797,9,36.7,138.72,4400,Li-ion
4.111,-4013369,9,37.5,138.72,4400,Li-ion
4.159,-4006960,9,37.9,138.72,4400,Li-ion
4.166,-4010012,9,37.9,138.72,4400,Li-ion
4.168,-4029543,9,37.9,138.72,4400,Li-ion
4.168,-4033816,9,37.9,138.72,4400,Li-ion
4.179,-4033816,9,38.1,138.72,4400,Li-ion
3.988,-2058717,9,37.2,138.72,4400,Li-ion
3.981,-2033387,9,37,138.72,4400,Li-ion
3.986,-2012635,9,37,138.72,4400,Li-ion
3.978,-1882020,9,37,138.72,4400,Li-ion
3.98,-2051087,9,36.9,138.72,4400,Li-ion
3.979,-2037965,9,36.9,138.72,4400,Li-ion
3.986,-1927491,9,36.9,138.72,4400,Li-ion
3.97,-2008668,9,36.9,138.72,4400,Li-ion
3.975,-1940309,9,36.9,138.72,4400,Li-ion
3.961,-1980592,9,36.8,138.72,4400,Li-ion
3.979,-2082215,9,36.8,138.72,4400,Li-ion
3.963,-1869813,9,36.8,138.72,4400,Li-ion
3.96,-2046815,9,36.8,138.72,4400,Li-ion
3.956,-2024232,9,36.8,138.72,4400,Li-ion
3.97,-1989442,9,36.8,138.72,4400,Li-ion
3.964,-1918641,9,36.8,138.72,4400,Li-ion
3.956,-1562195,9,36.8,138.72,4400,Li-ion
3.974,-2037660,9,36.8,138.72,4400,Li-ion
3.966,-1982423,9,36.8,138.72,4400,Li-ion
3.964,-1921693,9,36.8,138.72,4400,Li-ion
3.967,-1817628,9,36.8,138.72,4400,Li-ion
3.971,-2024232,9,36.8,138.72,4400,Li-ion
3.971,-1997376,9,36.8,138.72,4400,Li-ion
3.967,-1935121,9,36.8,138.72,4400,Li-ion
3.97,-2000428,9,36.8,138.72,4400,Li-ion
3.953,-1801148,9,36.8,138.72,4400,Li-ion
3.968,-1818238,9,36.8,138.72,4400,Li-ion
3.962,-1660462,9,36.8,138.72,4400,Li-ion
3.963,-1937257,9,36.8,138.72,4400,Li-ion
3.96,-1898194,9,36.8,138.72,4400,Li-ion
3.953,-1830445,9,36.8,138.72,4400,Li-ion
3.954,-1806641,9,36.8,138.72,4400,Li-ion
3.96,-1928407,9,36.8,138.72,4400,Li-ion
3.961,-1895142,9,36.8,138.72,4400,Li-ion
3.955,-1853333,9,36.8,138.72,4400,Li-ion
3.95,-1796571,9,36.8,138.72,4400,Li-ion
3.959,-1645203,9,36.7,138.72,4400,Li-ion
3.949,-1842042,9,36.8,138.72,4400,Li-ion
3.956,-1796265,9,36.7,138.72,4400,Li-ion
3.932,-1658326,10,36.8,208.08,4400,Li-ion
3.956,-1865846,10,36.8,208.08,4400,Li-ion
3.96,-1813660,10,36.8,208.08,4400,Li-ion
3.943,-1690980,10,36.7,208.08,4400,Li-ion
3.957,-1887208,10,36.7,208.08,4400,Li-ion
3.953,-1837159,10,36.7,208.08,4400,Li-ion
3.943,-1482850,10,36.7,208.08,4400,Li-ion
4.112,-4020083,10,37.6,208.08,4400,Li-ion
4.166,-4006350,10,37.9,208.08,4400,Li-ion
4.17,-4011843,10,37.9,208.08,4400,Li-ion
4.174,-4021914,10,38,208.08,4400,Li-ion
4.177,-4040225,10,37.9,208.08,4400,Li-ion
4.183,-4034121,10,38,208.08,4400,Li-ion
4.183,-4039614,10,38,208.08,4400,Li-ion
4.183,-4034731,10,38,208.08,4400,Li-ion
4.191,-4028628,10,38,208.08,4400,Li-ion
4.191,-4036562,10,38,208.08,4400,Li-ion
4.191,-4028323,10,38,208.08,4400,Li-ion
4.193,-4034121,11,38.1,208.08,4400,Li-ion
4.193,-4039919,11,38.1,208.08,4400,Li-ion
4.201,-4037783,11,37.5,208.08,4400,Li-ion
4.005,-2030030,11,37.3,208.08,4400,Li-ion
4,-1721802,11,37.2,208.08,4400,Li-ion
3.968,-1740113,11,37.2,208.08,4400,Li-ion
3.992,-1727296,11,37.1,208.08,4400,Li-ion
3.94,-1668397,11,37.1,208.08,4400,Li-ion
3.94,-2015382,11,37.1,208.08,4400,Li-ion
3.956,-1860963,11,37,208.08,4400,Li-ion
3.977,-1897889,11,37,208.08,4400,Li-ion
3.974,-1835023,11,37,208.08,4400,Li-ion
3.964,-1776124,11,37,208.08,4400,Li-ion
3.979,-1897279,11,37,208.08,4400,Li-ion
3.986,-1720277,11,37,208.08,4400,Li-ion
3.982,-1987000,11,37,208.08,4400,Li-ion
3.986,-1979981,11,37,208.08,4400,Li-ion
3.986,-1786195,11,36.9,208.08,4400,Li-ion
3.988,-2034913,11,36.9,208.08,4400,Li-ion
3.982,-1978761,11,36.9,208.08,4400,Li-ion
3.973,-1879273,11,36.9,208.08,4400,Li-ion
3.986,-1852418,11,36.9,208.08,4400,Li-ion
3.988,-2037049,11,36.9,208.08,4400,Li-ion
3.986,-1996766,11,36.9,208.08,4400,Li-ion
3.97,-1835328,11,36.9,208.08,4400,Li-ion
3.974,-1576844,11,36.9,208.08,4400,Li-ion
3.978,-1956483,11,36.9,208.08,4400,Li-ion
3.974,-1929017,11,36.9,208.08,4400,Li-ion
3.974,-1764832,11,36.9,208.08,4400,Li-ion
3.973,-1687012,11,36.9,208.08,4400,Li-ion
3.975,-1925965,11,36.9,208.08,4400,Li-ion
3.966,-1828919,11,36.9,208.08,4400,Li-ion
3.963,-1838075,12,36.9,242.76,4400,Li-ion
3.973,-1910401,12,36.9,242.76,4400,Li-ion
3.97,-1893006,12,36.9,242.76,4400,Li-ion
3.974,-1795350,12,36.9,242.76,4400,Li-ion
3.973,-1694031,12,36.9,242.76,4400,Li-ion
3.959,-1804505,12,36.9,242.76,4400,Li-ion
3.962,-1817017,12,36.8,242.76,4400,Li-ion
3.978,-1824952,12,36.9,242.76,4400,Li-ion
3.975,-1951600,12,36.9,242.76,4400,Li-ion
4.153,-3752444,12,37.6,242.76,4400,Li-ion
4.173,-3974001,12,38,242.76,4400,Li-ion
4.177,-4007876,12,38,242.76,4400,Li-ion
4.183,-4021609,12,38,242.76,4400,Li-ion
4.185,-4030154,12,38,242.76,4400,Li-ion
4.193,-4040835,12,38.1,242.76,4400,Li-ion
4.193,-4041140,12,38.1,242.76,4400,Li-ion
4.193,-4034426,12,38.1,242.76,4400,Li-ion
4.193,-4030764,12,38.1,242.76,4400,Li-ion
4.193,-4042361,12,38.1,242.76,4400,Li-ion
4.193,-4030764,12,38.1,242.76,4400,Li-ion
4.193,-4040225,12,38.1,242.76,4400,Li-ion
4.193,-4037173,12,38.1,242.76,4400,Li-ion
3.992,-1999207,12,37.6,242.76,4400,Li-ion
4.011,-2029420,12,37.4,242.76,4400,Li-ion
4.008,-2059022,12,37.3,242.76,4400,Li-ion
3.997,-2045899,12,37.2,242.76,4400,Li-ion
4.005,-2028199,12,37.2,242.76,4400,Li-ion
4,-2011720,12,37.1,242.76,4400,Li-ion
3.996,-2030641,12,37.1,242.76,4400,Li-ion
3.987,-2026063,12,37.1,242.76,4400,Li-ion
3.976,-1986695,12,37.1,242.76,4400,Li-ion
3.988,-1888123,12,37,242.76,4400,Li-ion
3.988,-1926576,12,37,242.76,4400,Li-ion
3.986,-1918336,12,37,242.76,4400,Li-ion
3.976,-1865235,12,37,242.76,4400,Li-ion
3.974,-1698914,12,37,242.76,4400,Li-ion
3.957,-1969300,12,37,242.76,4400,Li-ion
3.983,-1923219,12,37,242.76,4400,Li-ion
3.984,-1987000,12,37,242.76,4400,Li-ion
3.99,-1895142,12,37,242.76,4400,Li-ion
3.985,-1985780,12,37,242.76,4400,Li-ion
3.992,-1983033,12,37,242.76,4400,Li-ion
3.987,-2024232,12,37,242.76,4400,Li-ion
3.981,-1976319,12,37,242.76,4400,Li-ion
3.987,-1958314,12,37,242.76,4400,Li-ion
3.972,-1905518,12,36.9,242.76,4400,Li-ion
3.989,-1929017,12,37,242.76,4400,Li-ion
3.985,-1978456,12,36.9,242.76,4400,Li-ion
3.985,-1920777,12,36.9,242.76,4400,Li-ion
3.982,-1974183,12,36.9,242.76,4400,Li-ion
3.982,-1919557,12,36.9,242.76,4400,Li-ion
3.988,-2011109,12,36.9,242.76,4400,Li-ion
3.968,-1755067,12,36.9,242.76,4400,Li-ion
3.982,-1957704,12,36.9,242.76,4400,Li-ion
3.981,-1929933,12,36.9,242.76,4400,Li-ion
3.985,-1842652,12,36.9,242.76,4400,Li-ion
3.974,-1888429,13,36.9,277.44,4400,Li-ion
3.971,-1841126,13,36.9,277.44,4400,Li-ion
3.964,-1772157,13,36.9,277.44,4400,Li-ion
3.977,-1715394,13,36.9,277.44,4400,Li-ion
3.968,-1854249,13,36.9,277.44,4400,Li-ion
3.972,-1854554,13,36.9,277.44,4400,Li-ion
3.975,-1885987,13,36.9,277.44,4400,Li-ion
