voltage(V),current(mA),battery_percent,battery_temperature(Celsius),remaining_battery_charge(mAh),battery_capacity(mAh),battery_technology
4.284,-3220522,59,39.5,1699.32,4400,Li-ion
4.285,-3220522,59,39.5,1699.32,4400,Li-ion
4.285,-3225099,59,39.5,1699.32,4400,Li-ion
4.285,-3229677,59,39.5,1699.32,4400,Li-ion
4.278,-3125002,59,39.5,1699.32,4400,Li-ion
4.278,-3122560,59,39.5,1699.32,4400,Li-ion
4.279,-3121340,60,39.5,1734,4400,Li-ion
4.279,-3121034,60,39.5,1734,4400,Li-ion
4.279,-3124697,60,39.5,1734,4400,Li-ion
4.278,-3121340,60,39.5,1734,4400,Li-ion
4.278,-3119814,60,39.5,1734,4400,Li-ion
4.278,-3128054,60,39.5,1734,4400,Li-ion
4.278,-3121645,60,39.5,1734,4400,Li-ion
4.278,-3117983,60,39.5,1734,4400,Li-ion
4.278,-3118898,60,39.5,1734,4400,Li-ion
4.278,-3126222,60,39.5,1734,4400,Li-ion
4.278,-3124086,60,39.5,1734,4400,Li-ion
4.28,-3123476,60,39.4,1734,4400,Li-ion
4.28,-3121645,60,39.4,1734,4400,Li-ion
4.28,-3119814,60,39.4,1734,4400,Li-ion
4.28,-3123476,60,39.4,1734,4400,Li-ion
4.28,-3124391,60,39.4,1734,4400,Li-ion
4.28,-3122560,60,39.4,1734,4400,Li-ion
4.28,-3122255,60,39.4,1734,4400,Li-ion
4.281,-3121950,60,39.5,1734,4400,Li-ion
4.281,-3117678,60,39.5,1734,4400,Li-ion
4.281,-3120729,60,39.5,1734,4400,Li-ion
4.281,-3120119,60,39.5,1734,4400,Li-ion
4.281,-3119203,60,39.5,1734,4400,Li-ion
4.281,-3122866,60,39.5,1734,4400,Li-ion
4.281,-3121034,60,39.5,1734,4400,Li-ion
4.281,-3117067,60,39.5,1734,4400,Li-ion
4.283,-3120424,60,39.5,1734,4400,Li-ion
4.283,-3121034,60,39.5,1734,4400,Li-ion
4.283,-3121645,60,39.5,1734,4400,Li-ion
4.283,-3125612,60,39.5,1734,4400,Li-ion
4.283,-3117983,60,39.5,1734,4400,Li-ion
4.283,-3125307,60,39.5,1734,4400,Li-ion
4.283,-3124086,60,39.5,1734,4400,Li-ion
4.283,-3123171,60,39.5,1734,4400,Li-ion
4.284,-3125612,60,39.5,1734,4400,Li-ion
4.284,-3121340,60,39.5,1734,4400,Li-ion
4.284,-3122560,60,39.5,1734,4400,Li-ion
4.284,-3130190,60,39.5,1734,4400,Li-ion
4.284,-3117983,60,39.5,1734,4400,Li-ion
4.284,-3123781,60,39.5,1734,4400,Li-ion
4.284,-3123171,60,39.5,1734,4400,Li-ion
4.284,-3121340,60,39.5,1734,4400,Li-ion
4.285,-3122866,60,39.5,1734,4400,Li-ion
4.285,-3123781,60,39.5,1734,4400,Li-ion
4.285,-3119509,60,39.5,1734,4400,Li-ion
4.285,-3116762,60,39.5,1734,4400,Li-ion
4.285,-3122255,60,39.5,1734,4400,Li-ion
4.285,-3124086,60,39.5,1734,4400,Li-ion
4.285,-3123171,60,39.5,1734,4400,Li-ion
4.286,-3119203,60,39.6,1734,4400,Li-ion
4.286,-3121340,60,39.6,1734,4400,Li-ion
4.288,-3118593,60,39.5,1734,4400,Li-ion
4.277,-3022768,60,39.5,1734,4400,Li-ion
4.277,-3030397,60,39.5,1734,4400,Li-ion
4.277,-3022768,60,39.5,1734,4400,Li-ion
4.277,-3019106,60,39.5,1734,4400,Li-ion
4.277,-3019411,60,39.5,1734,4400,Li-ion
4.28,-3021852,61,39.5,1803.36,4400,Li-ion
4.28,-3011476,61,39.5,1803.36,4400,Li-ion
4.279,-3023988,61,39.6,1803.36,4400,Li-ion
4.279,-3017580,61,39.6,1803.36,4400,Li-ion
4.28,-3019716,61,39.6,1803.36,4400,Li-ion
4.28,-3021242,61,39.6,1803.36,4400,Li-ion
4.28,-3022463,61,39.6,1803.36,4400,Li-ion
4.28,-3024599,61,39.6,1803.36,4400,Li-ion
4.28,-3017275,61,39.6,1803.36,4400,Li-ion
4.28,-3014833,61,39.6,1803.36,4400,Li-ion
4.28,-3018800,61,39.6,1803.36,4400,Li-ion
4.28,-3025209,61,39.5,1803.36,4400,Li-ion
4.28,-3018800,62,39.6,1803.36,4400,Li-ion
4.28,-3022768,62,39.6,1803.36,4400,Li-ion
4.28,-3017580,62,39.6,1803.36,4400,Li-ion
4.28,-3018190,62,39.6,1803.36,4400,Li-ion
4.281,-3017580,62,39.6,1803.36,4400,Li-ion
4.281,-3019106,62,39.6,1803.36,4400,Li-ion
4.281,-3023378,62,39.6,1803.36,4400,Li-ion
4.281,-3021242,62,39.6,1803.36,4400,Li-ion
4.281,-3017275,62,39.6,1803.36,4400,Li-ion
4.281,-3022157,62,39.6,1803.36,4400,Li-ion
4.281,-3022768,62,39.6,1803.36,4400,Li-ion
4.282,-3014223,62,39.6,1803.36,4400,Li-ion
4.282,-3020021,62,39.6,1803.36,4400,Li-ion
4.282,-3018495,62,39.6,1803.36,4400,Li-ion
4.282,-3016969,62,39.6,1803.36,4400,Li-ion
4.282,-3013613,62,39.6,1803.36,4400,Li-ion
4.282,-3019411,62,39.6,1803.36,4400,Li-ion
4.285,-3020937,62,39.6,1803.36,4400,Li-ion
4.285,-3015749,62,39.6,1803.36,4400,Li-ion
4.286,-3022768,63,39.7,1838.04,4400,Li-ion
4.286,-3024599,63,39.6,1838.04,4400,Li-ion
4.286,-3020326,63,39.6,1838.04,4400,Li-ion
4.287,-3018800,63,39.7,1838.04,4400,Li-ion
4.287,-3027956,63,39.7,1838.04,4400,Li-ion
4.287,-3021242,63,39.7,1838.04,4400,Li-ion
4.286,-3018495,63,39.7,1838.04,4400,Li-ion
4.282,-2970888,63,39.6,1838.04,4400,Li-ion
4.282,-2961733,63,39.6,1838.04,4400,Li-ion
4.282,-2958986,63,39.6,1838.04,4400,Li-ion
4.282,-2932741,63,39.6,1838.04,4400,Li-ion
4.282,-2963258,63,39.6,1838.04,4400,Li-ion
4.279,-2922365,64,39.7,1838.04,4400,Li-ion
4.279,-2917787,64,39.7,1838.04,4400,Li-ion
4.277,-2920534,64,39.6,1838.04,4400,Li-ion
4.277,-2919313,64,39.6,1838.04,4400,Li-ion
4.277,-2918703,64,39.6,1838.04,4400,Li-ion
4.277,-2925417,64,39.6,1838.04,4400,Li-ion
4.277,-2914735,64,39.6,1838.04,4400,Li-ion
4.279,-2916567,64,39.7,1838.04,4400,Li-ion
4.279,-2915041,64,39.7,1838.04,4400,Li-ion
4.279,-2919923,64,39.7,1838.04,4400,Li-ion
4.279,-2918398,64,39.7,1838.04,4400,Li-ion
4.28,-2919313,64,39.7,1838.04,4400,Li-ion
4.28,-2918703,64,39.7,1838.04,4400,Li-ion
4.28,-2921755,64,39.7,1838.04,4400,Li-ion
4.28,-2924196,64,39.7,1838.04,4400,Li-ion
4.28,-2919618,64,39.7,1838.04,4400,Li-ion
4.28,-2910463,64,39.7,1838.04,4400,Li-ion
4.28,-2918092,64,39.7,1838.04,4400,Li-ion
4.28,-2920534,64,39.7,1838.04,4400,Li-ion
4.28,-2918092,64,39.7,1838.04,4400,Li-ion
4.28,-2911379,64,39.7,1838.04,4400,Li-ion
4.28,-2913515,64,39.8,1838.04,4400,Li-ion
4.28,-2915346,64,39.8,1838.04,4400,Li-ion
4.281,-2916567,65,39.8,1907.4,4400,Li-ion
4.281,-2914735,65,39.8,1907.4,4400,Li-ion
4.281,-2916567,65,39.8,1907.4,4400,Li-ion
4.281,-2917482,65,39.8,1907.4,4400,Li-ion
4.281,-2922060,65,39.8,1907.4,4400,Li-ion
4.281,-2919008,65,39.8,1907.4,4400,Li-ion
4.284,-2919923,65,39.8,1907.4,4400,Li-ion
4.284,-2916261,65,39.8,1907.4,4400,Li-ion
4.284,-2917787,65,39.8,1907.4,4400,Li-ion
4.285,-2920229,65,39.9,1907.4,4400,Li-ion
4.285,-2915651,65,39.9,1907.4,4400,Li-ion
4.285,-2910463,65,39.9,1907.4,4400,Li-ion
4.284,-2919008,65,39.9,1907.4,4400,Li-ion
4.285,-2920534,65,39.9,1907.4,4400,Li-ion
4.285,-2920534,65,39.9,1907.4,4400,Li-ion
4.285,-2918092,65,39.9,1907.4,4400,Li-ion
4.285,-2916872,65,39.9,1907.4,4400,Li-ion
4.282,-2844850,65,39.8,1907.4,4400,Li-ion
4.282,-2857973,65,39.8,1907.4,4400,Li-ion
4.282,-2816164,65,39.8,1907.4,4400,Li-ion
4.282,-2816774,65,39.8,1907.4,4400,Li-ion
4.282,-2818910,65,39.8,1907.4,4400,Li-ion
4.282,-2816164,65,39.8,1907.4,4400,Li-ion
4.278,-1841431,65,39.6,1907.4,4400,Li-ion
4.191,-1914674,65,39.5,1907.4,4400,Li-ion
4.195,-1897279,65,39.5,1907.4,4400,Li-ion
4.189,-1885987,65,39.5,1907.4,4400,Li-ion
4.193,-1919557,65,39.5,1907.4,4400,Li-ion
4.193,-1890870,65,39.4,1907.4,4400,Li-ion
4.187,-1774598,65,39.4,1907.4,4400,Li-ion
4.186,-1956178,65,39.4,1907.4,4400,Li-ion
4.184,-1915284,65,39.4,1907.4,4400,Li-ion
4.192,-1876832,65,39.4,1907.4,4400,Li-ion
4.183,-1983033,66,39.4,1942.08,4400,Li-ion
4.179,-1841737,66,39.4,1942.08,4400,Li-ion
4.19,-1928407,66,39.4,1942.08,4400,Li-ion
4.18,-1815186,66,39.4,1942.08,4400,Li-ion
4.176,-1775819,66,39.4,1942.08,4400,Li-ion
4.18,-1813660,66,39.4,1942.08,4400,Li-ion
4.176,-1884766,66,39.4,1942.08,4400,Li-ion
4.174,-1807557,66,39.4,1942.08,4400,Li-ion
4.18,-1827699,66,39.4,1942.08,4400,Li-ion
4.178,-1761170,66,39.4,1942.08,4400,Li-ion
4.169,-1825562,66,39.4,1942.08,4400,Li-ion
4.176,-1775513,66,39.4,1942.08,4400,Li-ion
4.178,-1852113,66,39.4,1942.08,4400,Li-ion
4.176,-1870118,66,39.3,1942.08,4400,Li-ion
4.176,-1699525,66,39.4,1942.08,4400,Li-ion
4.181,-1761475,66,39.4,1942.08,4400,Li-ion
4.181,-1774293,66,39.4,1942.08,4400,Li-ion
4.167,-1688233,66,39.3,1942.08,4400,Li-ion
4.161,-1687318,66,39.4,1942.08,4400,Li-ion
4.173,-1602479,66,39.3,1942.08,4400,Li-ion
4.164,-1673585,66,39.4,1942.08,4400,Li-ion
4.165,-1784364,66,39.4,1942.08,4400,Li-ion
4.166,-1756593,67,39.4,1942.08,4400,Li-ion
4.146,-1735535,67,39.3,1942.08,4400,Li-ion
4.135,-1709901,67,39.3,1942.08,4400,Li-ion
4.167,-1771241,67,39.3,1942.08,4400,Li-ion
4.165,-1768189,67,39.3,1942.08,4400,Li-ion
4.15,-1779786,67,39.3,1942.08,4400,Li-ion
4.165,-1693726,67,39.3,1942.08,4400,Li-ion
4.168,-1708985,67,39.3,1942.08,4400,Li-ion
4.151,-1751710,67,39.3,1942.08,4400,Li-ion
4.166,-1646119,67,39.3,1942.08,4400,Li-ion
4.166,-1794129,67,39.3,1942.08,4400,Li-ion
4.161,-1722718,67,39.3,1942.08,4400,Li-ion
4.163,-1730653,67,39.3,1942.08,4400,Li-ion
4.166,-1648865,67,39.3,1942.08,4400,Li-ion
4.166,-1788636,67,39.3,1942.08,4400,Li-ion
4.16,-1605225,67,39.3,1942.08,4400,Li-ion
4.159,-1672974,67,39.3,1942.08,4400,Li-ion
4.161,-1762086,67,39.3,1942.08,4400,Li-ion
4.156,-1712037,67,39.3,1942.08,4400,Li-ion
4.163,-1517335,67,39.3,1942.08,4400,Li-ion
4.158,-1758424,67,39.3,1942.08,4400,Li-ion
4.155,-1463318,67,39.3,1942.08,4400,Li-ion
4.163,-1661988,67,39.3,1942.08,4400,Li-ion
4.146,-1779481,67,39.3,1942.08,4400,Li-ion
4.166,-1713563,67,39.3,1942.08,4400,Li-ion
4.16,-1716615,67,39.3,1942.08,4400,Li-ion
4.157,-1655884,67,39.3,1942.08,4400,Li-ion
4.148,-1718751,67,39.3,1942.08,4400,Li-ion
4.156,-1701661,67,39.3,1942.08,4400,Li-ion
4.144,-1570435,67,39.3,1942.08,4400,Li-ion
4.144,-1622620,67,39.3,1942.08,4400,Li-ion
4.154,-1493836,67,39.3,1942.08,4400,Li-ion
4.158,-1603394,67,39.3,1942.08,4400,Li-ion
4.152,-1513062,67,39.3,1942.08,4400,Li-ion
4.149,-1672669,67,39.3,1942.08,4400,Li-ion
4.158,-1694337,67,39.3,1942.08,4400,Li-ion
4.158,-1615906,67,39.3,1942.08,4400,Li-ion
4.156,-1468506,67,39.3,1942.08,4400,Li-ion
4.151,-1727906,68,39.3,1976.76,4400,Li-ion
4.159,-1677857,68,39.3,1976.76,4400,Li-ion
4.158,-1507264,68,39.3,1976.76,4400,Li-ion
4.158,-1535645,68,39.3,1976.76,4400,Li-ion
4.143,-1646424,68,39.3,1976.76,4400,Li-ion
4.138,-1505433,68,39.3,1976.76,4400,Li-ion
4.152,-1586915,68,39.3,1976.76,4400,Li-ion
4.149,-1641236,68,39.3,1976.76,4400,Li-ion
4.131,-1492920,68,39.3,1976.76,4400,Li-ion
4.136,-1641846,68,39.3,1976.76,4400,Li-ion
4.148,-1639100,68,39.3,1976.76,4400,Li-ion
4.146,-1480408,68,39.3,1976.76,4400,Li-ion
4.146,-1474610,68,39.3,1976.76,4400,Li-ion
4.146,-1336365,68,39.3,1976.76,4400,Li-ion
4.12,-1246643,68,39.3,1976.76,4400,Li-ion
4.112,-1236878,68,39.3,1976.76,4400,Li-ion
4.108,-1227723,68,39.2,1976.76,4400,Li-ion
4.111,-1284180,68,39.3,1976.76,4400,Li-ion
4.122,-1336365,68,39.2,1976.76,4400,Li-ion
4.134,-1396790,68,39.3,1976.76,4400,Li-ion
4.137,-1500550,68,39.3,1976.76,4400,Li-ion
4.133,-1420594,68,39.3,1976.76,4400,Li-ion
4.14,-1495667,68,39.3,1976.76,4400,Li-ion
4.123,-1370240,68,39.2,1976.76,4400,Li-ion
4.138,-1405945,68,39.3,1976.76,4400,Li-ion
4.118,-1452332,68,39.3,1976.76,4400,Li-ion
4.141,-1489869,68,39.2,1976.76,4400,Li-ion
4.136,-1382447,68,39.2,1976.76,4400,Li-ion
4.12,-1548463,68,39.2,1976.76,4400,Li-ion
4.138,-1524354,68,39.2,1976.76,4400,Li-ion
4.131,-1414185,68,39.2,1976.76,4400,Li-ion
4.125,-1417542,68,39.2,1976.76,4400,Li-ion
4.143,-1534424,68,39.2,1976.76,4400,Li-ion
4.135,-1375123,68,39.2,1976.76,4400,Li-ion
4.135,-1482239,68,39.2,1976.76,4400,Li-ion
4.133,-1347046,68,39.2,1976.76,4400,Li-ion
4.139,-1523743,68,39.2,1976.76,4400,Li-ion
4.084,-1272278,68,39.2,1976.76,4400,Li-ion
4.128,-1405335,68,39.2,1976.76,4400,Li-ion
4.122,-1364747,68,39.2,1976.76,4400,Li-ion
4.132,-1411133,68,39.2,1976.76,4400,Li-ion
4.137,-1414490,68,39.2,1976.76,4400,Li-ion
4.137,-1450501,68,39.2,1976.76,4400,Li-ion
4.137,-1510621,68,39.2,1976.76,4400,Li-ion
4.137,-1510316,68,39.2,1976.76,4400,Li-ion
4.137,-1448670,68,39.2,1976.76,4400,Li-ion
4.149,-2810976,68,39.5,1976.76,4400,Li-ion
4.259,-2803346,68,40.1,1976.76,4400,Li-ion
4.26,-2802736,68,40,1976.76,4400,Li-ion
4.264,-2800905,68,39.9,1976.76,4400,Li-ion
4.264,-2797548,68,39.8,1976.76,4400,Li-ion
4.268,-2810365,68,39.8,1976.76,4400,Li-ion
4.269,-2817995,68,39.7,1976.76,4400,Li-ion
4.269,-2821657,68,39.7,1976.76,4400,Li-ion
4.272,-2817384,68,39.7,1976.76,4400,Li-ion
4.272,-2814943,68,39.7,1976.76,4400,Li-ion
4.272,-2816774,68,39.7,1976.76,4400,Li-ion
4.275,-2814638,69,39.8,2011.44,4400,Li-ion
4.275,-2818300,69,39.8,2011.44,4400,Li-ion
4.275,-2818300,69,39.8,2011.44,4400,Li-ion
4.277,-1774598,69,39.4,2011.44,4400,Li-ion
4.199,-1997682,69,39.3,2011.44,4400,Li-ion
4.199,-1920167,69,39.3,2011.44,4400,Li-ion
4.201,-1654969,69,39.3,2011.44,4400,Li-ion
4.198,-2000123,69,39.3,2011.44,4400,Li-ion
4.193,-1913453,69,39.2,2011.44,4400,Li-ion
4.184,-1798707,69,39.2,2011.44,4400,Li-ion
4.188,-1764832,69,39.2,2011.44,4400,Li-ion
4.18,-1828614,69,39.2,2011.44,4400,Li-ion
4.19,-1896974,69,39.2,2011.44,4400,Li-ion
4.173,-1761170,69,39.2,2011.44,4400,Li-ion
4.193,-1741639,69,39.2,2011.44,4400,Li-ion
4.187,-1925355,69,39.2,2011.44,4400,Li-ion
4.182,-1846619,69,39.2,2011.44,4400,Li-ion
4.187,-1589051,69,39.2,2011.44,4400,Li-ion
4.191,-1612855,69,39.2,2011.44,4400,Li-ion
4.186,-1923219,69,39.2,2011.44,4400,Li-ion
4.182,-1860047,69,39.2,2011.44,4400,Li-ion
4.182,-1792603,69,39.1,2011.44,4400,Li-ion
4.178,-1791993,69,39.2,2011.44,4400,Li-ion
4.179,-1835328,69,39.1,2011.44,4400,Li-ion
4.18,-1718140,69,39.1,2011.44,4400,Li-ion
4.18,-1607361,69,39.1,2011.44,4400,Li-ion
4.175,-1567689,69,39.1,2011.44,4400,Li-ion
4.17,-1724244,69,39.1,2011.44,4400,Li-ion
4.18,-1521607,69,39.1,2011.44,4400,Li-ion
4.175,-1795655,69,39.1,2011.44,4400,Li-ion
4.169,-1735841,69,39.1,2011.44,4400,Li-ion
4.179,-1837464,69,39.1,2011.44,4400,Li-ion
4.181,-1828309,69,39.1,2011.44,4400,Li-ion
4.176,-1784058,69,39.1,2011.44,4400,Li-ion
4.167,-1633301,69,39.1,2011.44,4400,Li-ion
4.167,-1660462,69,39.1,2011.44,4400,Li-ion
4.169,-1420899,69,39.1,2011.44,4400,Li-ion
4.17,-1755982,69,39.1,2011.44,4400,Li-ion
4.178,-1617432,69,39.1,2011.44,4400,Li-ion
4.176,-1809998,69,39.1,2011.44,4400,Li-ion
4.168,-1731263,69,39.1,2011.44,4400,Li-ion
4.171,-1726075,69,39.1,2011.44,4400,Li-ion
4.173,-1763612,69,39.1,2011.44,4400,Li-ion
4.177,-1806031,69,39.1,2011.44,4400,Li-ion
4.174,-1777955,69,39.1,2011.44,4400,Li-ion
4.166,-1687012,69,39.1,2011.44,4400,Li-ion
4.17,-1427918,69,39.1,2011.44,4400,Li-ion
4.171,-1756287,69,39.1,2011.44,4400,Li-ion
4.168,-1702882,69,39.1,2011.44,4400,Li-ion
4.176,-1585694,69,39.1,2011.44,4400,Li-ion
4.172,-1776124,69,39.1,2011.44,4400,Li-ion
4.173,-1617432,69,39.1,2011.44,4400,Li-ion
4.176,-1686402,69,39.1,2011.44,4400,Li-ion
4.161,-1616212,69,39.1,2011.44,4400,Li-ion
4.175,-1762696,69,39.1,2011.44,4400,Li-ion
4.177,-1693421,69,39.1,2011.44,4400,Li-ion
4.172,-1582947,69,39.1,2011.44,4400,Li-ion
4.176,-1791077,69,39.1,2011.44,4400,Li-ion
4.167,-1683961,69,39.1,2011.44,4400,Li-ion
4.166,-1589966,69,39.1,2011.44,4400,Li-ion
4.162,-1665345,70,39.1,2011.44,4400,Li-ion
4.157,-1589356,70,39.1,2011.44,4400,Li-ion
4.167,-1667176,70,39.1,2011.44,4400,Li-ion
4.171,-1482545,70,39.1,2011.44,4400,Li-ion
4.166,-1708985,70,39.1,2011.44,4400,Li-ion
4.159,-1610413,70,39.1,2011.44,4400,Li-ion
4.17,-1501465,70,39.1,2011.44,4400,Li-ion
4.171,-1749574,70,39.1,2011.44,4400,Li-ion
4.167,-1710511,70,39.1,2011.44,4400,Li-ion
4.163,-1631165,70,39.1,2011.44,4400,Li-ion
4.172,-1584168,70,39.1,2011.44,4400,Li-ion
4.168,-1725465,70,39.1,2011.44,4400,Li-ion
4.151,-1525880,70,39.1,2011.44,4400,Li-ion
4.144,-1590272,70,39,2011.44,4400,Li-ion
4.164,-1657410,70,39.1,2011.44,4400,Li-ion
4.162,-1630860,70,39.1,2011.44,4400,Li-ion
4.166,-1494752,70,39,2011.44,4400,Li-ion
4.16,-1369629,70,39.1,2011.44,4400,Li-ion
4.159,-1625062,70,39,2011.44,4400,Li-ion
4.116,-1222535,70,39,2011.44,4400,Li-ion
4.166,-1430054,70,39,2011.44,4400,Li-ion
4.157,-1545106,70,39,2011.44,4400,Li-ion
4.163,-1651307,70,39,2011.44,4400,Li-ion
4.166,-1539918,70,39,2011.44,4400,Li-ion
4.158,-1333619,70,39,2011.44,4400,Li-ion
4.147,-1567689,70,39,2011.44,4400,Li-ion
4.15,-1547242,70,39,2011.44,4400,Li-ion
4.16,-1302796,70,39,2011.44,4400,Li-ion
4.157,-1582947,70,39,2011.44,4400,Li-ion
4.149,-1515504,70,39,2011.44,4400,Li-ion
4.153,-1563416,70,39,2011.44,4400,Li-ion
4.158,-1429444,70,39,2011.44,4400,Li-ion
4.158,-1598206,70,39,2011.44,4400,Li-ion
4.156,-1561585,70,39,2011.44,4400,Li-ion
4.157,-1408082,70,39,2011.44,4400,Li-ion
4.158,-1621705,70,39,2011.44,4400,Li-ion
4.156,-1612855,70,39,2011.44,4400,Li-ion
4.144,-2806398,70,39.2,2011.44,4400,Li-ion
4.274,-2801820,70,39.7,2011.44,4400,Li-ion
4.275,-2799684,70,39.7,2011.44,4400,Li-ion
4.277,-2798769,70,39.7,2011.44,4400,Li-ion
4.279,-2800600,70,39.6,2011.44,4400,Li-ion
4.282,-2809450,70,39.6,2011.44,4400,Li-ion
4.282,-2812502,70,39.6,2011.44,4400,Li-ion
4.284,-2815553,70,39.6,2011.44,4400,Li-ion
4.284,-2817690,70,39.6,2011.44,4400,Li-ion
4.278,-2710878,70,39.6,2011.44,4400,Li-ion
4.278,-2712709,70,39.6,2011.44,4400,Li-ion
4.279,-2716066,70,39.5,2011.44,4400,Li-ion
4.279,-2716066,70,39.5,2011.44,4400,Li-ion
4.279,-2719118,70,39.5,2011.44,4400,Li-ion
4.283,-2714540,71,39.6,2080.8,4400,Li-ion
4.283,-2718507,71,39.5,2080.8,4400,Li-ion
4.283,-2715456,71,39.5,2080.8,4400,Li-ion
4.287,-2712404,71,39.5,2080.8,4400,Li-ion
4.285,-2715150,71,39.5,2080.8,4400,Li-ion
4.277,-2669069,71,39.5,2080.8,4400,Li-ion
4.277,-2683412,71,39.5,2080.8,4400,Li-ion
4.277,-2653200,71,39.5,2080.8,4400,Li-ion
4.279,-2610170,71,39.6,2080.8,4400,Li-ion
4.279,-2610475,71,39.6,2080.8,4400,Li-ion
4.278,-2608949,71,39.4,2080.8,4400,Li-ion
4.278,-2610475,71,39.4,2080.8,4400,Li-ion
4.278,-2604677,71,39.4,2080.8,4400,Li-ion
4.278,-2612001,71,39.4,2080.8,4400,Li-ion
4.278,-2613527,71,39.4,2080.8,4400,Li-ion
4.278,-2614442,71,39.4,2080.8,4400,Li-ion
4.28,-2608644,71,39.5,2080.8,4400,Li-ion
4.28,-2610780,71,39.5,2080.8,4400,Li-ion
4.28,-2613832,71,39.5,2080.8,4400,Li-ion
4.28,-2614137,71,39.5,2080.8,4400,Li-ion
4.28,-2610475,71,39.5,2080.8,4400,Li-ion
4.28,-2611085,71,39.5,2080.8,4400,Li-ion
4.28,-2609865,71,39.5,2080.8,4400,Li-ion
4.281,-2613832,71,39.5,2080.8,4400,Li-ion
4.281,-2609865,71,39.5,2080.8,4400,Li-ion
4.281,-2608644,71,39.5,2080.8,4400,Li-ion
4.281,-2609254,71,39.5,2080.8,4400,Li-ion
4.281,-2612611,71,39.5,2080.8,4400,Li-ion
4.281,-2612916,71,39.5,2080.8,4400,Li-ion
4.282,-2608949,71,39.4,2080.8,4400,Li-ion
4.282,-2608644,71,39.4,2080.8,4400,Li-ion
4.282,-2603456,71,39.4,2080.8,4400,Li-ion
4.282,-2609559,71,39.4,2080.8,4400,Li-ion
4.284,-2605897,71,39.5,2080.8,4400,Li-ion
4.284,-2612916,71,39.5,2080.8,4400,Li-ion
4.284,-2608339,71,39.5,2080.8,4400,Li-ion
4.284,-2606813,71,39.5,2080.8,4400,Li-ion
4.284,-2609865,71,39.5,2080.8,4400,Li-ion
4.285,-2609254,71,39.6,2080.8,4400,Li-ion
4.285,-2611085,71,39.6,2080.8,4400,Li-ion
4.286,-2612916,72,39.6,2115.48,4400,Li-ion
4.286,-2613832,72,39.6,2115.48,4400,Li-ion
4.285,-2610475,72,39.5,2115.48,4400,Li-ion
4.285,-2612611,72,39.5,2115.48,4400,Li-ion
4.285,-2612306,72,39.5,2115.48,4400,Li-ion
4.285,-2605592,72,39.5,2115.48,4400,Li-ion
4.285,-2609865,72,39.5,2115.48,4400,Li-ion
4.285,-2606813,72,39.5,2115.48,4400,Li-ion
4.287,-2605287,72,39.5,2115.48,4400,Li-ion
4.278,-2506715,72,39.5,2115.48,4400,Li-ion
4.278,-2509767,72,39.5,2115.48,4400,Li-ion
4.278,-2511293,72,39.5,2115.48,4400,Li-ion
4.278,-2509767,72,39.5,2115.48,4400,Li-ion
4.278,-2516786,72,39.5,2115.48,4400,Li-ion
4.278,-2510377,72,39.5,2115.48,4400,Li-ion
4.278,-2507020,72,39.5,2115.48,4400,Li-ion
4.278,-2509767,72,39.5,2115.48,4400,Li-ion
4.278,-2513124,72,39.5,2115.48,4400,Li-ion
4.278,-2506715,72,39.5,2115.48,4400,Li-ion
4.278,-2506410,72,39.5,2115.48,4400,Li-ion
4.278,-2507020,72,39.5,2115.48,4400,Li-ion
4.278,-2512514,72,39.5,2115.48,4400,Li-ion
4.278,-2507020,72,39.5,2115.48,4400,Li-ion
4.282,-2510377,72,39.4,2115.48,4400,Li-ion
4.282,-2506410,72,39.4,2115.48,4400,Li-ion
4.282,-2509767,72,39.4,2115.48,4400,Li-ion
4.282,-2510377,72,39.4,2115.48,4400,Li-ion
4.282,-2513734,72,39.4,2115.48,4400,Li-ion
4.282,-2510377,72,39.4,2115.48,4400,Li-ion
4.282,-2509157,72,39.4,2115.48,4400,Li-ion
4.282,-2511903,72,39.4,2115.48,4400,Li-ion
4.282,-2510072,72,39.4,2115.48,4400,Li-ion
4.282,-2515260,72,39.4,2115.48,4400,Li-ion
4.283,-2506410,72,39.5,2115.48,4400,Li-ion
4.283,-2502443,72,39.5,2115.48,4400,Li-ion
4.283,-2506410,72,39.5,2115.48,4400,Li-ion
4.283,-2504884,73,39.6,2150.16,4400,Li-ion
4.284,-2509462,73,39.6,2150.16,4400,Li-ion
4.284,-2504274,73,39.6,2150.16,4400,Li-ion
4.284,-2507936,73,39.6,2150.16,4400,Li-ion
4.185,-1546937,73,39.3,2150.16,4400,Li-ion
4.168,-1289673,73,39.2,2150.16,4400,Li-ion
4.182,-1515198,73,39.2,2150.16,4400,Li-ion
4.194,-1496583,73,39.2,2150.16,4400,Li-ion
4.156,-1274109,73,39.2,2150.16,4400,Li-ion
4.158,-1218872,73,39.1,2150.16,4400,Li-ion
4.182,-1320496,73,39.1,2150.16,4400,Li-ion
4.196,-1274720,73,39.1,2150.16,4400,Li-ion
4.19,-1656495,73,39.1,2150.16,4400,Li-ion
4.219,-1624146,73,39.1,2150.16,4400,Li-ion
4.221,-1687928,73,39.1,2150.16,4400,Li-ion
4.201,-1718751,73,39.1,2150.16,4400,Li-ion
4.206,-1410218,73,39.1,2150.16,4400,Li-ion
4.181,-1364441,73,39.1,2150.16,4400,Li-ion
4.178,-1492920,73,39.1,2150.16,4400,Li-ion
4.202,-1384583,73,39.1,2150.16,4400,Li-ion
