voltage(V),current(mA),battery_percent,battery_temperature(Celsius),remaining_battery_charge(mAh),battery_capacity(mAh),battery_technology
4.011,-4775,16,41,685.912,4370,Li-ion
4.02,-4769,17,41,698.308,4370,Li-ion
4.02,-4792,17,41,698.308,4370,Li-ion
4.02,-4884,17,41,698.308,4370,Li-ion
4.02,-4730,17,41,698.308,4370,Li-ion
4.02,-4849,17,41,698.308,4370,Li-ion
4.02,-4775,17,41,698.308,4370,Li-ion
4.02,-4875,17,41,698.308,4370,Li-ion
4.02,-4699,17,41,698.308,4370,Li-ion
4.02,-4806,17,41,698.308,4370,Li-ion
4.023,-4790,17,41.1,710.704,4370,Li-ion
4.023,-4784,17,41.1,710.704,4370,Li-ion
4.023,-4848,17,41.1,710.704,4370,Li-ion
4.023,-4808,17,41.1,710.704,4370,Li-ion
4.023,-4721,17,41.1,710.704,4370,Li-ion
4.023,-4743,17,41.1,710.704,4370,Li-ion
4.023,-4801,17,41.1,710.704,4370,Li-ion
4.023,-4788,17,41.1,710.704,4370,Li-ion
4.023,-4826,17,41.1,710.704,4370,Li-ion
4.023,-4803,17,41.1,710.704,4370,Li-ion
4.022,-4902,17,41.2,727.232,4370,Li-ion
4.022,-4801,17,41.2,727.232,4370,Li-ion
4.022,-4822,17,41.2,727.232,4370,Li-ion
4.022,-4787,17,41.2,727.232,4370,Li-ion
4.022,-4870,17,41.2,727.232,4370,Li-ion
4.022,-4910,17,41.2,727.232,4370,Li-ion
4.022,-4779,17,41.2,727.232,4370,Li-ion
4.022,-4784,17,41.2,727.232,4370,Li-ion
4.022,-4853,17,41.2,727.232,4370,Li-ion
4.022,-4784,17,41.2,727.232,4370,Li-ion
4.028,-4761,18,41.2,739.628,4370,Li-ion
4.028,-4909,18,41.2,739.628,4370,Li-ion
4.028,-4908,18,41.2,739.628,4370,Li-ion
4.028,-4780,18,41.2,739.628,4370,Li-ion
4.028,-4787,18,41.2,739.628,4370,Li-ion
4.028,-4802,18,41.2,739.628,4370,Li-ion
4.028,-4895,18,41.2,739.628,4370,Li-ion
4.028,-4753,18,41.2,739.628,4370,Li-ion
4.028,-4807,18,41.2,739.628,4370,Li-ion
4.028,-4706,18,41.2,739.628,4370,Li-ion
4.025,-4328,18,41.3,752.024,4370,Li-ion
4.025,-4364,18,41.3,752.024,4370,Li-ion
4.025,-4239,18,41.3,752.024,4370,Li-ion
4.025,-4655,18,41.3,752.024,4370,Li-ion
4.025,-3981,18,41.3,752.024,4370,Li-ion
4.025,-1098,18,41.3,752.024,4370,Li-ion
4.025,-1468,18,41.3,752.024,4370,Li-ion
4.025,-1176,18,41.3,752.024,4370,Li-ion
4.025,-1779,18,41.3,752.024,4370,Li-ion
4.025,-1833,18,41.3,752.024,4370,Li-ion
3.89,-1853,18,41.3,768.552,4370,Li-ion
3.89,-1861,18,41.3,768.552,4370,Li-ion
3.89,-1936,18,41.3,768.552,4370,Li-ion
3.89,-1930,18,41.3,768.552,4370,Li-ion
3.89,-1886,18,41.3,768.552,4370,Li-ion
3.89,-1921,18,41.3,768.552,4370,Li-ion
3.89,-2227,18,41.3,768.552,4370,Li-ion
3.89,-3225,18,41.3,768.552,4370,Li-ion
3.89,-4582,18,41.3,768.552,4370,Li-ion
3.89,-4861,18,41.3,768.552,4370,Li-ion
4.012,-4807,18,41,776.816,4370,Li-ion
4.012,-4822,18,41,776.816,4370,Li-ion
4.012,-4793,18,41,776.816,4370,Li-ion
4.012,-4834,18,41,776.816,4370,Li-ion
4.012,-4827,18,41,776.816,4370,Li-ion
4.012,-4815,18,41,776.816,4370,Li-ion
4.012,-4801,18,41,776.816,4370,Li-ion
4.012,-4775,18,41,776.816,4370,Li-ion
4.012,-4742,18,41,776.816,4370,Li-ion
4.012,-4777,19,41,780.948,4370,Li-ion
4.023,-4851,19,41.1,780.948,4370,Li-ion
4.023,-4748,19,41.1,780.948,4370,Li-ion
4.023,-4874,19,41.1,780.948,4370,Li-ion
4.023,-4793,19,41.1,780.948,4370,Li-ion
4.023,-4807,19,41.1,780.948,4370,Li-ion
4.023,-4844,19,41.1,780.948,4370,Li-ion
4.023,-4844,19,41.1,780.948,4370,Li-ion
4.023,-4832,19,41.1,780.948,4370,Li-ion
4.023,-4841,19,41.1,780.948,4370,Li-ion
4.029,-4747,19,41.2,797.476,4370,Li-ion
4.029,-4835,19,41.2,797.476,4370,Li-ion
4.029,-4834,19,41.2,797.476,4370,Li-ion
4.029,-4275,19,41.2,797.476,4370,Li-ion
4.029,-4518,19,41.2,797.476,4370,Li-ion
4.029,-4597,19,41.2,797.476,4370,Li-ion
4.029,-4729,19,41.2,797.476,4370,Li-ion
4.029,-4827,19,41.2,797.476,4370,Li-ion
4.029,-4770,19,41.2,797.476,4370,Li-ion
4.029,-4829,19,41.2,797.476,4370,Li-ion
4.032,-4732,19,41.3,809.872,4370,Li-ion
4.032,-4819,19,41.3,809.872,4370,Li-ion
4.032,-4715,19,41.3,809.872,4370,Li-ion
4.032,-4764,19,41.3,809.872,4370,Li-ion
4.032,-4829,19,41.3,809.872,4370,Li-ion
4.032,-4863,19,41.3,809.872,4370,Li-ion
4.032,-4862,19,41.3,809.872,4370,Li-ion
4.032,-4843,19,41.3,809.872,4370,Li-ion
4.032,-4694,19,41.3,809.872,4370,Li-ion
4.032,-4894,19,41.3,809.872,4370,Li-ion
4.033,-4674,20,41.5,822.268,4370,Li-ion
4.033,-4746,20,41.5,822.268,4370,Li-ion
4.033,-4855,20,41.5,822.268,4370,Li-ion
4.033,-4814,20,41.5,822.268,4370,Li-ion
4.033,-4809,20,41.5,822.268,4370,Li-ion
4.033,-4773,20,41.5,822.268,4370,Li-ion
4.033,-1712,20,41.5,822.268,4370,Li-ion
4.033,-1700,20,41.5,822.268,4370,Li-ion
4.033,-1889,20,41.5,822.268,4370,Li-ion
4.033,-1703,20,41.5,822.268,4370,Li-ion
3.9,-1825,20,41.5,838.796,4370,Li-ion
3.9,-1861,20,41.5,838.796,4370,Li-ion
3.9,-1842,20,41.5,838.796,4370,Li-ion
3.9,-1875,20,41.5,838.796,4370,Li-ion
3.9,-1861,20,41.5,838.796,4370,Li-ion
3.9,-1848,20,41.5,838.796,4370,Li-ion
3.9,-1915,20,41.5,838.796,4370,Li-ion
3.9,-1864,20,41.5,838.796,4370,Li-ion
3.9,-1865,20,41.5,838.796,4370,Li-ion
3.9,-1802,20,41.5,838.796,4370,Li-ion
3.895,-1765,20,41.1,847.06,4370,Li-ion
3.895,-1861,20,41.1,847.06,4370,Li-ion
3.895,-1840,20,41.1,847.06,4370,Li-ion
3.895,-1836,20,41.1,847.06,4370,Li-ion
3.895,-1842,20,41.1,847.06,4370,Li-ion
3.895,-1877,20,41.1,847.06,4370,Li-ion
3.895,-1835,20,41.1,847.06,4370,Li-ion
3.895,-1895,20,41.1,847.06,4370,Li-ion
3.895,-1855,20,41.1,847.06,4370,Li-ion
3.894,-1890,20,40.8,855.324,4370,Li-ion
3.894,-1890,20,40.8,855.324,4370,Li-ion
3.894,-1908,20,40.8,855.324,4370,Li-ion
3.894,-1836,20,40.8,855.324,4370,Li-ion
3.894,-1833,20,40.8,855.324,4370,Li-ion
3.894,-1886,20,40.8,855.324,4370,Li-ion
3.894,-1879,20,40.8,855.324,4370,Li-ion
3.894,-1836,20,40.8,855.324,4370,Li-ion
3.894,-1822,20,40.8,855.324,4370,Li-ion
3.894,-1864,20,40.8,855.324,4370,Li-ion
3.892,-1840,20,40.4,859.456,4370,Li-ion
3.892,-1889,20,40.4,859.456,4370,Li-ion
3.892,-1847,20,40.4,859.456,4370,Li-ion
3.892,-1906,20,40.4,859.456,4370,Li-ion
3.892,-1831,20,40.4,859.456,4370,Li-ion
3.892,-1848,20,40.4,859.456,4370,Li-ion
3.892,-1875,20,40.4,859.456,4370,Li-ion
3.892,-1898,20,40.4,859.456,4370,Li-ion
3.892,-1855,20,40.4,859.456,4370,Li-ion
3.892,-1847,20,40.4,859.456,4370,Li-ion
3.888,-1839,21,40.1,863.588,4370,Li-ion
3.888,-1868,21,40.1,863.588,4370,Li-ion
3.888,-1859,21,40.1,863.588,4370,Li-ion
3.888,-1823,21,40.1,863.588,4370,Li-ion
3.888,-1881,21,40.1,863.588,4370,Li-ion
3.888,-1838,21,40.1,863.588,4370,Li-ion
3.888,-1839,21,40.1,863.588,4370,Li-ion
3.888,-1828,21,40.1,863.588,4370,Li-ion
3.888,-1828,21,40.1,863.588,4370,Li-ion
3.888,-1872,21,40.1,863.588,4370,Li-ion
3.889,-1827,21,40,867.72,4370,Li-ion
3.889,-1896,21,40,867.72,4370,Li-ion
3.889,-1861,21,40,867.72,4370,Li-ion
3.889,-1850,21,40,867.72,4370,Li-ion
3.889,-1734,21,40,867.72,4370,Li-ion
3.889,-1905,21,40,867.72,4370,Li-ion
3.889,-1875,21,40,867.72,4370,Li-ion
3.889,-1850,21,40,867.72,4370,Li-ion
3.889,-1881,21,40,867.72,4370,Li-ion
3.889,-1893,21,40,867.72,4370,Li-ion
3.889,-1839,21,39.8,875.984,4370,Li-ion
3.889,-1837,21,39.8,875.984,4370,Li-ion
3.889,-1875,21,39.8,875.984,4370,Li-ion
3.889,-1904,21,39.8,875.984,4370,Li-ion
3.889,-1839,21,39.8,875.984,4370,Li-ion
3.889,-1863,21,39.8,875.984,4370,Li-ion
3.889,-1886,21,39.8,875.984,4370,Li-ion
3.889,-1875,21,39.8,875.984,4370,Li-ion
3.889,-1875,21,39.8,875.984,4370,Li-ion
3.889,-1845,21,39.6,880.116,4370,Li-ion
3.889,-1825,21,39.6,880.116,4370,Li-ion
3.889,-1840,21,39.6,880.116,4370,Li-ion
3.889,-1845,21,39.6,880.116,4370,Li-ion
3.889,-1854,21,39.6,880.116,4370,Li-ion
3.889,-1910,21,39.6,880.116,4370,Li-ion
3.889,-1871,21,39.6,880.116,4370,Li-ion
3.889,-1869,21,39.6,880.116,4370,Li-ion
3.889,-1892,21,39.6,880.116,4370,Li-ion
3.889,-1877,21,39.6,880.116,4370,Li-ion
3.889,-1855,21,39.5,884.248,4370,Li-ion
3.889,-1822,21,39.5,884.248,4370,Li-ion
3.889,-2171,21,39.5,884.248,4370,Li-ion
3.889,-2151,21,39.5,884.248,4370,Li-ion
3.889,-3815,21,39.5,884.248,4370,Li-ion
3.889,-4629,21,39.5,884.248,4370,Li-ion
3.889,-4769,21,39.5,884.248,4370,Li-ion
3.889,-4861,21,39.5,884.248,4370,Li-ion
3.889,-4765,21,39.5,884.248,4370,Li-ion
3.889,-4864,21,39.5,884.248,4370,Li-ion
4.025,-4842,21,39.5,888.38,4370,Li-ion
4.025,-4874,21,39.5,888.38,4370,Li-ion
4.025,-4795,21,39.5,888.38,4370,Li-ion
4.025,-4790,21,39.5,888.38,4370,Li-ion
4.025,-4882,21,39.5,888.38,4370,Li-ion
4.025,-4888,21,39.5,888.38,4370,Li-ion
4.025,-4854,21,39.5,888.38,4370,Li-ion
4.025,-4828,21,39.5,888.38,4370,Li-ion
4.025,-4871,21,39.5,888.38,4370,Li-ion
4.025,-4853,21,39.5,888.38,4370,Li-ion
4.036,-4712,22,39.7,900.776,4370,Li-ion
4.036,-4884,22,39.7,900.776,4370,Li-ion
4.036,-4775,22,39.7,900.776,4370,Li-ion
4.036,-4800,22,39.7,900.776,4370,Li-ion
4.036,-4856,22,39.7,900.776,4370,Li-ion
4.036,-4898,22,39.7,900.776,4370,Li-ion
4.036,-4834,22,39.7,900.776,4370,Li-ion
4.036,-4778,22,39.7,900.776,4370,Li-ion
4.036,-4811,22,39.7,900.776,4370,Li-ion
4.036,-4870,22,39.7,900.776,4370,Li-ion
4.041,-4694,22,40,913.172,4370,Li-ion
4.041,-4876,22,40,913.172,4370,Li-ion
4.041,-4852,22,40,913.172,4370,Li-ion
4.041,-4807,22,40,913.172,4370,Li-ion
4.041,-4872,22,40,913.172,4370,Li-ion
4.041,-4813,22,40,913.172,4370,Li-ion
4.041,-4817,22,40,913.172,4370,Li-ion
4.041,-4882,22,40,913.172,4370,Li-ion
4.041,-4878,22,40,913.172,4370,Li-ion
4.042,-4838,22,40.2,929.7,4370,Li-ion
4.042,-4851,22,40.2,929.7,4370,Li-ion
4.042,-4910,22,40.2,929.7,4370,Li-ion
4.042,-4848,22,40.2,929.7,4370,Li-ion
4.042,-4886,22,40.2,929.7,4370,Li-ion
4.042,-4805,22,40.2,929.7,4370,Li-ion
4.042,-4868,22,40.2,929.7,4370,Li-ion
4.042,-4861,22,40.2,929.7,4370,Li-ion
4.042,-4883,22,40.2,929.7,4370,Li-ion
4.042,-4882,22,40.2,929.7,4370,Li-ion
4.048,-4688,23,40.4,942.096,4370,Li-ion
4.048,-4862,23,40.4,942.096,4370,Li-ion
4.048,-4791,23,40.4,942.096,4370,Li-ion
4.048,-4796,23,40.4,942.096,4370,Li-ion
4.048,-4818,23,40.4,942.096,4370,Li-ion
4.048,-4770,23,40.4,942.096,4370,Li-ion
4.048,-4838,23,40.4,942.096,4370,Li-ion
4.048,-4825,23,40.4,942.096,4370,Li-ion
4.048,-4852,23,40.4,942.096,4370,Li-ion
4.048,-4868,23,40.4,942.096,4370,Li-ion
4.047,-4841,23,40.6,954.492,4370,Li-ion
4.047,-4913,23,40.6,954.492,4370,Li-ion
4.047,-4816,23,40.6,954.492,4370,Li-ion
4.047,-4832,23,40.6,954.492,4370,Li-ion
4.047,-4801,23,40.6,954.492,4370,Li-ion
4.047,-4882,23,40.6,954.492,4370,Li-ion
4.047,-4770,23,40.6,954.492,4370,Li-ion
4.047,-4862,23,40.6,954.492,4370,Li-ion
4.047,-4795,23,40.6,954.492,4370,Li-ion
4.047,-4773,23,40.6,954.492,4370,Li-ion
4.05,-4802,23,40.8,971.02,4370,Li-ion
4.05,-4895,23,40.8,971.02,4370,Li-ion
4.05,-4950,23,40.8,971.02,4370,Li-ion
4.05,-4846,23,40.8,971.02,4370,Li-ion
4.05,-4836,23,40.8,971.02,4370,Li-ion
4.05,-4937,23,40.8,971.02,4370,Li-ion
4.05,-4907,23,40.8,971.02,4370,Li-ion
4.05,-4845,23,40.8,971.02,4370,Li-ion
4.05,-4891,23,40.8,971.02,4370,Li-ion
4.05,-4765,24,40.8,983.416,4370,Li-ion
4.053,-4861,24,40.9,983.416,4370,Li-ion
4.053,-4886,24,40.9,983.416,4370,Li-ion
4.053,-4909,24,40.9,983.416,4370,Li-ion
4.053,-4829,24,40.9,983.416,4370,Li-ion
4.053,-4848,24,40.9,983.416,4370,Li-ion
4.053,-4925,24,40.9,983.416,4370,Li-ion
4.053,-4824,24,40.9,983.416,4370,Li-ion
4.053,-4768,24,40.9,983.416,4370,Li-ion
4.053,-4684,24,40.9,983.416,4370,Li-ion
4.054,-4639,24,41,999.944,4370,Li-ion
4.054,-4730,24,41,999.944,4370,Li-ion
4.054,-4802,24,41,999.944,4370,Li-ion
4.054,-4805,24,41,999.944,4370,Li-ion
4.054,-4878,24,41,999.944,4370,Li-ion
4.054,-4779,24,41,999.944,4370,Li-ion
4.054,-4799,24,41,999.944,4370,Li-ion
4.054,-4595,24,41,999.944,4370,Li-ion
4.054,-4796,24,41,999.944,4370,Li-ion
4.054,-4794,24,41,999.944,4370,Li-ion
4.055,-4909,24,41.2,1012.34,4370,Li-ion
4.055,-4875,24,41.2,1012.34,4370,Li-ion
4.055,-4830,24,41.2,1012.34,4370,Li-ion
4.055,-4830,24,41.2,1012.34,4370,Li-ion
4.055,-4830,24,41.2,1012.34,4370,Li-ion
4.055,-4775,24,41.2,1012.34,4370,Li-ion
4.055,-4804,24,41.2,1012.34,4370,Li-ion
4.055,-4816,24,41.2,1012.34,4370,Li-ion
4.055,-4949,24,41.2,1012.34,4370,Li-ion
4.055,-4819,24,41.2,1012.34,4370,Li-ion
4.059,-4830,25,41.3,1024.736,4370,Li-ion
4.059,-4898,25,41.3,1024.736,4370,Li-ion
4.059,-4771,25,41.3,1024.736,4370,Li-ion
4.059,-4852,25,41.3,1024.736,4370,Li-ion
4.059,-4739,25,41.3,1024.736,4370,Li-ion
4.059,-4849,25,41.3,1024.736,4370,Li-ion
4.059,-4659,25,41.3,1024.736,4370,Li-ion
4.059,-4891,25,41.3,1024.736,4370,Li-ion
4.059,-4820,25,41.3,1024.736,4370,Li-ion
4.059,-4861,25,41.3,1024.736,4370,Li-ion
4.057,-4884,25,41.4,1041.264,4370,Li-ion
4.057,-4861,25,41.4,1041.264,4370,Li-ion
4.057,-4870,25,41.4,1041.264,4370,Li-ion
4.057,-4758,25,41.4,1041.264,4370,Li-ion
4.057,-4827,25,41.4,1041.264,4370,Li-ion
4.057,-4743,25,41.4,1041.264,4370,Li-ion
4.057,-4809,25,41.4,1041.264,4370,Li-ion
4.057,-4815,25,41.4,1041.264,4370,Li-ion
4.057,-4789,25,41.4,1041.264,4370,Li-ion
4.057,-4850,25,41.4,1053.66,4370,Li-ion
4.058,-4769,25,41.5,1053.66,4370,Li-ion
4.058,-4824,25,41.5,1053.66,4370,Li-ion
4.058,-4879,25,41.5,1053.66,4370,Li-ion
4.058,-4821,25,41.5,1053.66,4370,Li-ion
4.058,-1697,25,41.5,1053.66,4370,Li-ion
4.058,-1720,25,41.5,1053.66,4370,Li-ion
4.058,-1825,25,41.5,1053.66,4370,Li-ion
4.058,-1860,25,41.5,1053.66,4370,Li-ion
4.058,-1874,25,41.5,1053.66,4370,Li-ion
3.927,-1751,26,41.5,1070.188,4370,Li-ion
3.927,-1859,26,41.5,1070.188,4370,Li-ion
3.927,-1893,26,41.5,1070.188,4370,Li-ion
3.927,-1870,26,41.5,1070.188,4370,Li-ion
3.927,-1857,26,41.5,1070.188,4370,Li-ion
3.927,-1879,26,41.5,1070.188,4370,Li-ion
3.927,-1878,26,41.5,1070.188,4370,Li-ion
3.927,-1894,26,41.5,1070.188,4370,Li-ion
3.927,-1868,26,41.5,1070.188,4370,Li-ion
3.927,-1822,26,41.5,1070.188,4370,Li-ion
3.917,-1808,26,41.1,1078.452,4370,Li-ion
3.917,-1871,26,41.1,1078.452,4370,Li-ion
3.917,-1855,26,41.1,1078.452,4370,Li-ion
3.917,-1807,26,41.1,1078.452,4370,Li-ion
3.917,-1876,26,41.1,1078.452,4370,Li-ion
3.917,-1896,26,41.1,1078.452,4370,Li-ion
3.917,-1860,26,41.1,1078.452,4370,Li-ion
3.917,-1849,26,41.1,1078.452,4370,Li-ion
3.917,-1841,26,41.1,1078.452,4370,Li-ion
3.917,-1860,26,41.1,1078.452,4370,Li-ion
3.916,-1768,26,40.7,1082.584,4370,Li-ion
3.916,-1785,26,40.7,1082.584,4370,Li-ion
3.916,-1825,26,40.7,1082.584,4370,Li-ion
3.916,-1855,26,40.7,1082.584,4370,Li-ion
3.916,-1839,26,40.7,1082.584,4370,Li-ion
3.916,-1880,26,40.7,1082.584,4370,Li-ion
3.916,-1896,26,40.7,1082.584,4370,Li-ion
3.916,-1811,26,40.7,1082.584,4370,Li-ion
3.916,-1855,26,40.7,1082.584,4370,Li-ion
3.916,-1878,26,40.7,1082.584,4370,Li-ion
3.913,-1803,26,40.4,1086.716,4370,Li-ion
3.913,-1874,26,40.4,1086.716,4370,Li-ion
3.913,-1829,26,40.4,1086.716,4370,Li-ion
3.913,-1880,26,40.4,1086.716,4370,Li-ion
3.913,-1873,26,40.4,1086.716,4370,Li-ion
3.913,-1848,26,40.4,1086.716,4370,Li-ion
3.913,-1877,26,40.4,1086.716,4370,Li-ion
3.913,-1878,26,40.4,1086.716,4370,Li-ion
3.913,-1877,26,40.4,1086.716,4370,Li-ion
3.913,-1899,26,40.4,1094.98,4370,Li-ion
3.91,-1850,26,40.1,1094.98,4370,Li-ion
3.91,-1887,26,40.1,1094.98,4370,Li-ion
3.91,-1858,26,40.1,1094.98,4370,Li-ion
3.91,-1888,26,40.1,1094.98,4370,Li-ion
3.91,-1859,26,40.1,1094.98,4370,Li-ion
3.91,-1840,26,40.1,1094.98,4370,Li-ion
3.91,-1863,26,40.1,1094.98,4370,Li-ion
3.91,-1857,26,40.1,1094.98,4370,Li-ion
3.91,-1877,26,40.1,1094.98,4370,Li-ion
3.912,-1792,26,39.9,1099.112,4370,Li-ion
3.912,-1863,26,39.9,1099.112,4370,Li-ion
3.912,-1868,26,39.9,1099.112,4370,Li-ion
3.912,-1846,26,39.9,1099.112,4370,Li-ion
3.912,-1889,26,39.9,1099.112,4370,Li-ion
3.912,-1855,26,39.9,1099.112,4370,Li-ion
3.912,-1842,26,39.9,1099.112,4370,Li-ion
3.912,-1866,26,39.9,1099.112,4370,Li-ion
3.912,-1815,26,39.9,1099.112,4370,Li-ion
3.912,-1825,26,39.9,1099.112,4370,Li-ion
3.908,-1801,26,39.8,1103.244,4370,Li-ion
3.908,-1848,26,39.8,1103.244,4370,Li-ion
3.908,-1840,26,39.8,1103.244,4370,Li-ion
3.908,-1851,26,39.8,1103.244,4370,Li-ion
3.908,-1860,26,39.8,1103.244,4370,Li-ion
3.908,-1861,26,39.8,1103.244,4370,Li-ion
3.908,-1826,26,39.8,1103.244,4370,Li-ion
3.908,-1858,26,39.8,1103.244,4370,Li-ion
3.908,-1807,26,39.8,1103.244,4370,Li-ion
3.908,-1832,26,39.8,1103.244,4370,Li-ion
3.91,-1813,27,39.6,1107.376,4370,Li-ion
3.91,-1849,27,39.6,1107.376,4370,Li-ion
3.91,-1874,27,39.6,1107.376,4370,Li-ion
3.91,-1840,27,39.6,1107.376,4370,Li-ion
3.91,-1856,27,39.6,1107.376,4370,Li-ion
3.91,-1840,27,39.6,1107.376,4370,Li-ion
3.91,-1851,27,39.6,1107.376,4370,Li-ion
3.91,-1731,27,39.6,1107.376,4370,Li-ion
3.91,-1854,27,39.6,1107.376,4370,Li-ion
3.91,-1752,27,39.6,1107.376,4370,Li-ion
3.91,-1835,27,39.5,1115.64,4370,Li-ion
3.91,-1839,27,39.5,1115.64,4370,Li-ion
3.91,-1832,27,39.5,1115.64,4370,Li-ion
3.91,-1820,27,39.5,1115.64,4370,Li-ion
3.91,-1847,27,39.5,1115.64,4370,Li-ion
3.91,-1859,27,39.5,1115.64,4370,Li-ion
3.91,-1818,27,39.5,1115.64,4370,Li-ion
3.91,-2161,27,39.5,1115.64,4370,Li-ion
3.91,-2178,27,39.5,1115.64,4370,Li-ion
3.91,-3886,27,39.5,1119.772,4370,Li-ion
3.979,-4567,27,39.4,1119.772,4370,Li-ion
3.979,-4744,27,39.4,1119.772,4370,Li-ion
3.979,-4784,27,39.4,1119.772,4370,Li-ion
3.979,-4274,27,39.4,1119.772,4370,Li-ion
3.979,-4761,27,39.4,1119.772,4370,Li-ion
3.979,-4663,27,39.4,1119.772,4370,Li-ion
3.979,-4595,27,39.4,1119.772,4370,Li-ion
3.979,-4798,27,39.4,1119.772,4370,Li-ion
3.979,-4878,27,39.4,1119.772,4370,Li-ion
4.05,-4742,27,39.5,1123.904,4370,Li-ion
4.05,-4788,27,39.5,1123.904,4370,Li-ion
4.05,-4832,27,39.5,1123.904,4370,Li-ion
4.05,-4776,27,39.5,1123.904,4370,Li-ion
4.05,-4774,27,39.5,1123.904,4370,Li-ion
4.05,-4899,27,39.5,1123.904,4370,Li-ion
4.05,-4787,27,39.5,1123.904,4370,Li-ion
4.05,-4427,27,39.5,1123.904,4370,Li-ion
4.05,-4643,27,39.5,1123.904,4370,Li-ion
4.05,-4740,27,39.5,1123.904,4370,Li-ion
4.049,-4356,27,39.8,1140.432,4370,Li-ion
4.049,-3860,27,39.8,1140.432,4370,Li-ion
4.049,-4262,27,39.8,1140.432,4370,Li-ion
4.049,-4170,27,39.8,1140.432,4370,Li-ion
4.049,-4886,27,39.8,1140.432,4370,Li-ion
4.049,-4804,27,39.8,1140.432,4370,Li-ion
4.049,-4891,27,39.8,1140.432,4370,Li-ion
4.049,-4778,27,39.8,1140.432,4370,Li-ion
4.049,-4637,27,39.8,1140.432,4370,Li-ion
4.049,-4833,27,39.8,1140.432,4370,Li-ion
4.054,-4767,28,40.1,1152.828,4370,Li-ion
4.054,-4826,28,40.1,1152.828,4370,Li-ion
4.054,-4883,28,40.1,1152.828,4370,Li-ion
4.054,-4879,28,40.1,1152.828,4370,Li-ion
4.054,-4802,28,40.1,1152.828,4370,Li-ion
4.054,-4901,28,40.1,1152.828,4370,Li-ion
4.054,-4797,28,40.1,1152.828,4370,Li-ion
4.054,-4917,28,40.1,1152.828,4370,Li-ion
4.054,-4800,28,40.1,1152.828,4370,Li-ion
4.054,-4817,28,40.1,1152.828,4370,Li-ion
4.063,-4686,28,40.5,1165.224,4370,Li-ion
4.063,-4813,28,40.5,1165.224,4370,Li-ion
4.063,-4881,28,40.5,1165.224,4370,Li-ion
4.063,-4874,28,40.5,1165.224,4370,Li-ion
4.063,-4910,28,40.5,1165.224,4370,Li-ion
4.063,-4842,28,40.5,1165.224,4370,Li-ion
4.063,-4787,28,40.5,1165.224,4370,Li-ion
4.063,-4830,28,40.5,1165.224,4370,Li-ion
4.063,-4857,28,40.5,1165.224,4370,Li-ion
4.067,-4894,28,40.7,1177.62,4370,Li-ion
4.067,-4852,28,40.7,1177.62,4370,Li-ion
4.067,-4652,28,40.7,1177.62,4370,Li-ion
4.067,-4805,28,40.7,1177.62,4370,Li-ion
4.067,-4752,28,40.7,1177.62,4370,Li-ion
4.067,-4800,28,40.7,1177.62,4370,Li-ion
4.067,-4826,28,40.7,1177.62,4370,Li-ion
4.067,-4888,28,40.7,1177.62,4370,Li-ion
4.067,-4828,28,40.7,1177.62,4370,Li-ion
4.067,-4793,28,40.7,1177.62,4370,Li-ion
4.065,-4857,29,40.9,1194.148,4370,Li-ion
4.065,-4858,29,40.9,1194.148,4370,Li-ion
4.065,-4861,29,40.9,1194.148,4370,Li-ion
4.065,-4825,29,40.9,1194.148,4370,Li-ion
4.065,-4799,29,40.9,1194.148,4370,Li-ion
4.065,-4914,29,40.9,1194.148,4370,Li-ion
4.065,-4840,29,40.9,1194.148,4370,Li-ion
4.065,-4865,29,40.9,1194.148,4370,Li-ion
4.065,-4909,29,40.9,1194.148,4370,Li-ion
4.065,-4858,29,40.9,1206.544,4370,Li-ion
4.065,-4801,29,41.1,1206.544,4370,Li-ion
4.065,-4767,29,41.1,1206.544,4370,Li-ion
4.065,-4889,29,41.1,1206.544,4370,Li-ion
4.065,-4812,29,41.1,1206.544,4370,Li-ion
4.065,-4839,29,41.1,1206.544,4370,Li-ion
4.065,-4844,29,41.1,1206.544,4370,Li-ion
4.065,-4777,29,41.1,1206.544,4370,Li-ion
4.065,-4710,29,41.1,1206.544,4370,Li-ion
4.065,-4877,29,41.1,1206.544,4370,Li-ion
4.072,-4700,29,41.2,1223.072,4370,Li-ion
4.072,-4860,29,41.2,1223.072,4370,Li-ion
4.072,-4716,29,41.2,1223.072,4370,Li-ion
4.072,-4811,29,41.2,1223.072,4370,Li-ion
4.072,-4765,29,41.2,1223.072,4370,Li-ion
4.072,-4816,29,41.2,1223.072,4370,Li-ion
4.072,-4892,29,41.2,1223.072,4370,Li-ion
4.072,-4784,29,41.2,1223.072,4370,Li-ion
4.072,-4681,29,41.2,1223.072,4370,Li-ion
4.072,-4692,29,41.2,1223.072,4370,Li-ion
4.071,-4787,30,41.4,1235.468,4370,Li-ion
4.071,-4686,30,41.4,1235.468,4370,Li-ion
4.071,-4789,30,41.4,1235.468,4370,Li-ion
4.071,-4781,30,41.4,1235.468,4370,Li-ion
4.071,-4463,30,41.4,1235.468,4370,Li-ion
4.071,-4691,30,41.4,1235.468,4370,Li-ion
4.071,-4655,30,41.4,1235.468,4370,Li-ion
4.071,-4759,30,41.4,1235.468,4370,Li-ion
4.071,-4809,30,41.4,1235.468,4370,Li-ion
4.071,-4703,30,41.4,1235.468,4370,Li-ion
4.069,-4701,30,41.5,1247.864,4370,Li-ion
